Lämpötila Helsingissä,Sähkönkulutus Suomessa,Tuulivoimatuotanto,Ydinvoimatuotanto,Vesivoimatuotanto,Sähköntuotanto Suomessa,"Sähköntuotanto, yli/alijäämä"
-6.7918,12061.0,1940.5,4391.0,1726.3,10824.0,-579.7
-6.7918,12020.0,1909.09999,4392.0,1722.0,10772.0,-575.7
-6.7918,12014.0,1902.5,4393.3,1725.3,10770.0,-573.5
-7.3116,11921.0,1877.0,4390.8,1715.8,10735.0,-515.39999
-7.3116,11870.0,1866.5,4391.8,1702.3,10722.0,-489.3
-7.3116,11842.0,1858.5,4389.8,1699.7,10718.0,-482.69999
-7.3116,11819.0,1832.0,4387.19999,1696.2,10665.0,-515.39999
-7.3116,11821.0,1819.0,4386.5,1696.2,10651.0,-527.7
-7.3116,11795.0,1793.5,4387.8,1695.5,10626.0,-522.39999
-7.3116,11720.0,1762.0,4392.0,1690.8,10594.0,-461.39999
-7.3116,11700.0,1762.0,4389.8,1694.2,10601.0,-463.69999
-7.3116,11702.0,1764.0,4388.0,1673.8,10583.0,-466.3
-7.3116,11731.0,1780.09999,4389.0,1655.7,10594.0,-471.1
-7.3116,11716.0,1762.5,4391.5,1644.2,10556.0,-511.19999
-7.3116,11737.0,1773.0,4391.69999,1620.0,10549.0,-700.6
-7.3116,11800.0,1799.5,4392.5,1632.2,10589.0,-764.2
-7.3116,11770.0,1805.09999,4389.19999,1630.7,10564.0,-753.0
-7.3116,11748.0,1796.0,4389.69999,1638.7,10576.0,-717.0
-7.3116,11726.0,1778.0,4393.8,1620.3,10544.0,-721.2
-7.3116,11731.0,1749.0,4393.5,1629.8,10526.0,-732.0
-7.3116,11724.0,1758.0,4392.0,1603.5,10509.0,-737.7
-7.3116,11686.0,1728.0,4386.19999,1609.5,10485.0,-741.7
-7.3116,11657.0,1724.0,4392.69999,1583.2,10444.0,-760.7
-7.3116,11623.0,1695.5,4392.3,1575.3,10415.0,-744.89999
-7.3116,11630.0,1706.0,4394.3,1569.3,10421.0,-749.7
-7.3116,11654.0,1702.0,4392.69999,1573.2,10412.0,-789.0
-7.3116,11599.0,1661.0,4391.3,1557.7,10331.0,-803.89999
-7.3116,11528.0,1658.0,4387.5,1549.5,10325.0,-775.6
-7.3116,11530.0,1651.0,4390.69999,1543.8,10328.0,-744.7
-7.3116,11512.0,1669.5,4389.5,1529.2,10324.0,-705.2
-7.3116,11466.0,1682.0,4391.1,1519.5,10321.0,-690.79999
-7.3116,11441.0,1674.0,4386.19999,1534.3,10323.0,-649.29999
-7.3116,11395.0,1692.0,4388.8,1521.2,10324.0,-615.0
-7.3116,11413.0,1689.0,4394.5,1535.7,10322.0,-903.6
-7.3116,11451.0,1696.0,4390.3,1529.2,10309.0,-923.6
-7.8162,11454.0,1713.0,4388.69999,1549.8,10335.0,-886.39999
-7.8162,11426.0,1718.5,4388.5,1551.5,10356.0,-848.6
-7.8162,11413.0,1709.0,4389.69999,1566.3,10356.0,-841.1
-7.8162,11391.0,1712.5,4393.19999,1564.0,10372.0,-811.2
-7.8162,11428.0,1727.5,4394.5,1563.5,10395.0,-790.1
-7.8162,11422.0,1731.5,4393.69999,1531.2,10369.0,-839.5
-7.8162,11391.0,1728.5,4393.3,1509.3,10347.0,-820.5
-7.8162,11404.0,1746.0,4393.19999,1502.2,10351.0,-834.79999
-7.8162,11422.0,1735.0,4393.0,1482.3,10320.0,-865.1
-7.8162,11392.0,1720.0,4391.19999,1513.8,10344.0,-811.79999
-7.8162,11439.0,1755.5,4392.3,1506.3,10377.0,-816.5
-7.8162,11409.0,1760.0,4380.0,1493.5,10384.0,-813.79999
-7.8162,11385.0,1730.09999,4368.39999,1491.0,10334.0,-842.6
-7.8162,11345.0,1725.0,4369.5,1499.0,10311.0,-852.5
-7.8162,11372.0,1714.0,4348.3,1499.7,10284.0,-887.29999
-7.8162,11343.0,1729.5,4348.19999,1492.8,10298.0,-819.7
-7.8162,11372.0,1735.5,4343.0,1499.7,10314.0,-838.5
-7.8162,11363.0,1706.0,4344.8,1495.3,10283.0,-853.7
-7.8162,11380.0,1737.0,4345.0,1483.0,10285.0,-996.89999
-7.8162,11379.0,1657.5,4345.69999,1523.8,10241.0,-1035.0
-7.8162,11380.0,1640.0,4341.5,1484.7,10163.0,-1097.0
-7.8162,11384.0,1645.5,4346.0,1453.2,10139.0,-1127.0
-7.8162,11374.0,1635.0,4344.3,1442.5,10111.0,-1140.0
-7.8162,11372.0,1665.8,4347.3,1446.5,10145.0,-1105.0
-7.8162,11364.0,1657.0,4345.5,1445.2,10144.0,-1104.0
-7.8162,11355.0,1658.09999,4346.5,1452.8,10152.0,-1086.0
-7.8162,11343.0,1649.5,4345.0,1445.3,10139.0,-1096.0
-7.8162,11318.0,1647.0,4344.3,1449.0,10139.0,-1080.0
-7.8162,11311.0,1631.0,4346.0,1456.9,10136.0,-1080.0
-7.8162,11338.0,1634.0,4346.6,1458.2,10142.0,-1091.0
-7.8162,11312.0,1623.09999,4348.5,1447.5,10097.0,-1097.0
-7.8162,11272.0,1596.0,4347.5,1450.3,10067.0,-1098.0
-7.8162,11287.0,1589.0,4342.0,1446.8,10060.0,-1134.0
-7.8162,11301.0,1576.0,4343.69999,1438.0,10038.0,-1161.0
-7.8162,11292.0,1546.0,4344.0,1459.3,10028.0,-1151.0
-7.8162,11276.0,1550.0,4343.3,1450.9,10016.0,-1164.0
-7.8162,11272.0,1538.0,4345.69999,1435.3,9990.79999,-1177.0
-7.8162,11250.0,1513.0,4346.0,1463.3,9984.0,-1156.0
-7.8162,11246.0,1494.0,4344.5,1471.0,9938.89999,-1121.0
-7.8162,11265.0,1479.5,4347.8,1463.2,9926.5,-1152.0
-7.8162,11240.0,1497.0,4344.3,1409.5,9898.0,-1177.0
-7.8162,11277.0,1495.5,4346.8,1389.9,9876.89999,-1218.0
-7.8162,11257.0,1493.5,4347.3,1374.3,9862.7,-1237.0
-7.8162,11257.0,1497.0,4348.19999,1348.0,9820.7,-1249.0
-7.8162,11217.0,1501.5,4344.5,1380.5,9857.7,-1172.0
-7.8162,11215.0,1502.5,4341.69999,1382.7,9886.7,-1141.0
-7.9991,11243.0,1484.0,4349.8,1401.0,9916.79999,-1145.0
-8.3259,11231.0,1480.0,4343.19999,1399.8,9879.89999,-1156.0
-8.3259,11230.0,1478.0,4344.3,1439.5,9934.0,-1125.0
-8.3259,11269.0,1486.5,4344.5,1445.7,9948.7,-1147.0
-8.3259,11256.0,1485.4,4347.0,1432.7,9919.5,-1171.0
-8.3259,11233.0,1467.0,4345.69999,1422.7,9903.89999,-1152.0
-8.3259,11269.0,1491.0,4346.69999,1420.8,9916.7,-1165.0
-8.3259,11233.0,1491.0,4342.8,1417.5,9895.79999,-1152.0
-8.3259,11210.0,1497.5,4342.5,1433.5,9933.79999,-1096.0
-8.3259,11237.0,1499.0,4344.19999,1430.0,9938.2,-1121.0
-8.3259,11240.0,1535.0,4348.69999,1416.2,9971.2,-1092.0
-8.3259,11242.0,1553.9,4343.69999,1396.2,9962.0,-1106.0
-8.3259,11247.0,1565.5,4343.5,1377.5,9971.7,-991.6
-8.3259,11300.0,1569.0,4344.3,1411.7,10030.0,-991.39999
-8.3259,11267.0,1589.0,4345.19999,1389.7,10026.0,-978.5
-8.3259,11280.0,1587.0,4345.8,1393.3,10011.0,-989.89999
-8.3259,11262.0,1586.0,4346.19999,1382.5,10001.0,-980.7
-8.3259,11280.0,1588.0,4347.19999,1380.7,10015.0,-982.7
-8.3259,11266.0,1582.0,4350.5,1386.5,10002.0,-989.1
-8.3259,11281.0,1573.0,4348.8,1382.8,9993.29999,-1010.0
-8.3259,11256.0,1584.0,4349.5,1392.8,10017.0,-973.2
-8.3259,11235.0,1572.5,4349.19999,1392.3,10001.0,-968.6
-8.83549,11241.0,1594.5,4344.5,1392.0,10034.0,-946.2
-8.83549,11221.0,1582.5,4344.8,1396.7,10042.0,-912.89999
-8.8049,11257.0,1590.5,4347.0,1392.5,10072.0,-921.0
-8.8049,11255.0,1596.4,4346.0,1393.7,10074.0,-917.0
-8.8049,11257.0,1610.5,4346.69999,1394.5,10054.0,-938.1
-8.8049,11265.0,1587.0,4345.0,1383.5,10021.0,-956.39999
-8.8049,11249.0,1595.5,4344.5,1376.2,10020.0,-957.1
-8.8049,11253.0,1596.0,4346.0,1371.5,9991.2,-999.6
-8.8049,11277.0,1583.5,4343.8,1375.5,9985.79999,-1016.0
-8.8049,11292.0,1580.0,4343.19999,1371.5,9992.7,-1025.0
-8.8049,11289.0,1572.0,4347.19999,1361.0,10003.0,-954.29999
-8.8049,11297.0,1569.0,4346.69999,1376.7,10009.0,-936.6
-8.8049,11274.0,1572.0,4348.0,1364.7,9990.39999,-936.89999
-8.8049,11266.0,1563.0,4344.19999,1365.7,9984.7,-949.0
-8.8049,11261.0,1559.2,4346.8,1361.5,9972.5,-944.2
-8.8049,11248.0,1571.0,4346.19999,1351.2,9987.5,-912.39999
-8.8049,11281.0,1591.5,4345.8,1354.3,10059.0,-874.2
-8.8049,11292.0,1586.5,4345.19999,1360.5,10074.0,-868.89999
-8.8049,11305.0,1577.5,4348.3,1355.5,10055.0,-921.39999
-8.8049,11265.0,1589.5,4344.0,1356.5,10018.0,-922.1
-8.8049,11273.0,1591.0,4343.0,1362.5,10006.0,-923.7
-8.8049,11274.0,1589.5,4346.0,1358.5,9981.89999,-953.79999
-8.8049,11304.0,1588.5,4345.19999,1355.5,9994.7,-955.89999
-8.8049,11289.0,1574.5,4344.3,1347.3,9987.0,-967.6
-8.8049,11271.0,1566.0,4346.8,1338.3,9992.79999,-944.29999
-8.8049,11278.0,1574.0,4347.69999,1350.0,10016.0,-920.1
-8.8049,11272.0,1581.5,4344.19999,1358.0,10024.0,-919.89999
-8.8049,11280.0,1598.4,4344.3,1354.3,10027.0,-909.5
-8.8049,11314.0,1596.0,4342.5,1376.2,10048.0,-911.29999
-8.8049,11328.0,1581.0,4345.69999,1381.7,10032.0,-953.5
-8.8049,11380.0,1598.0,4348.8,1368.3,10055.0,-747.89999
-8.8049,11431.0,1588.9,4348.0,1368.2,10064.0,-748.2
-8.8049,11469.0,1573.0,4345.8,1379.7,10094.0,-747.6
-8.8049,11520.0,1570.0,4345.19999,1376.0,10096.0,-793.2
-8.8049,11474.0,1556.0,4343.8,1382.7,10050.0,-799.6
-8.8049,11477.0,1570.5,4345.69999,1383.7,10061.0,-788.7
-8.8049,11486.0,1550.0,4343.69999,1391.7,10054.0,-801.2
-8.8049,11489.0,1549.0,4344.5,1393.8,10054.0,-204.19999
-8.8049,11463.0,1546.0,4345.0,1420.3,10080.0,-131.0
-8.8049,11464.0,1538.0,4346.8,1457.2,10117.0,-120.8
-8.8049,11438.0,1520.0,4344.3,1465.5,10110.0,-121.2
-8.8049,11439.0,1496.0,4344.3,1481.5,10106.0,-125.9
-8.8049,11489.0,1487.0,4343.8,1495.2,10105.0,-158.5
-8.8049,11510.0,1467.5,4344.3,1507.3,10103.0,-198.69999
-8.8049,11476.0,1474.0,4344.8,1511.5,10107.0,-156.4
-8.8049,11467.0,1439.09999,4343.19999,1527.2,10078.0,-176.19999
-8.8049,11522.0,1431.0,4343.19999,1530.2,10075.0,-220.59999
-8.8049,11462.0,1424.0,4346.0,1518.8,10049.0,-197.4
-8.8049,11474.0,1413.0,4344.3,1547.2,10072.0,-172.8
-8.8049,11509.0,1410.0,4344.69999,1547.7,10093.0,-182.4
-8.8049,11469.0,1390.0,4340.5,1551.7,10081.0,-61.17
-8.8049,11374.0,1372.0,4346.8,1556.5,10091.0,7.206
-8.8049,11424.0,1374.0,4345.8,1609.3,10159.0,42.04999
-8.8049,11428.0,1354.5,4344.5,1642.5,10171.0,32.25999
-8.8049,11420.0,1362.0,4344.5,1655.0,10192.0,85.90999
-8.8049,11429.0,1349.0,4346.5,1736.59999,10261.0,123.5
-8.8049,11465.0,1335.0,4340.69999,1732.7,10239.0,81.68
-8.8049,11407.0,1340.0,4346.0,1690.3,10195.0,70.06999
-8.8049,11455.0,1334.5,4344.19999,1711.2,10219.0,68.35999
-8.8049,11438.0,1336.5,4344.19999,1750.09999,10251.0,123.4
-8.8049,11464.0,1329.0,4346.0,1771.3,10252.0,84.40999
-8.8049,11466.0,1327.0,4348.5,1762.2,10235.0,82.73
-8.8049,11455.0,1330.0,4346.0,1763.7,10225.0,63.45
-8.8049,11445.0,1329.0,4341.69999,1762.5,10205.0,61.75
-8.8049,11485.0,1351.0,4346.69999,1762.0,10248.0,75.73
-8.8049,11515.0,1333.0,4342.8,1761.9,10225.0,5.35799
-8.8049,11520.0,1335.0,4346.0,1723.0,10190.0,-30.76
-8.8049,11579.0,1335.0,4346.0,1736.59999,10232.0,-51.39999
-8.8049,11605.0,1339.0,4344.0,1744.9,10225.0,-95.18
-8.8049,11603.0,1316.5,4344.8,1738.5,10185.0,-90.68
-8.8049,11596.0,1314.0,4345.8,1756.0,10206.0,56.77
-8.8049,11665.0,1325.0,4344.8,1658.9,10105.0,-114.5
-8.8049,11709.0,1338.0,4348.19999,1655.7,10113.0,-136.19999
-8.8049,11691.0,1301.09999,4347.0,1705.0,10118.0,-96.09999
-8.8049,11696.0,1287.5,4345.3,1722.3,10140.0,-92.51
-8.8049,11689.0,1282.0,4343.0,1699.5,10099.0,-149.4
-8.8049,11748.0,1296.0,4344.8,1658.3,10063.0,-249.8
-8.8049,11791.0,1293.4,4345.0,1673.59999,10100.0,-248.69999
-8.8049,11734.0,1300.4,4345.0,1678.2,10118.0,-154.09999
-8.8049,11759.0,1287.0,4345.69999,1702.7,10143.0,-144.09999
-8.8049,11745.0,1291.0,4344.19999,1695.5,10143.0,-133.9
-8.8049,11756.0,1300.0,4346.3,1708.3,10196.0,-90.82999
-8.8049,11750.0,1283.0,4343.5,1728.3,10218.0,-55.67
-8.8049,11751.0,1282.0,4346.69999,1732.8,10250.0,-37.25999
-8.8049,11743.0,1289.0,4344.5,1742.09999,10247.0,-46.43
-8.8049,11721.0,1283.0,4345.19999,1732.0,10238.0,-43.71999
-8.8049,11762.0,1284.5,4346.19999,1729.4,10240.0,-68.43999
-8.8049,11738.0,1267.0,4344.19999,1728.2,10231.0,-66.29
-8.8049,11721.0,1262.0,4347.19999,1747.8,10236.0,-46.28999
-8.8049,11744.0,1253.0,4345.3,1755.7,10223.0,-83.78
-8.8049,11733.0,1243.0,4346.8,1792.9,10274.0,3.35
-8.8049,11738.0,1229.0,4345.5,1857.7,10325.0,20.25
-8.8049,11734.0,1214.59999,4341.69999,1860.09999,10314.0,48.15999
-8.8049,11686.0,1208.0,4345.19999,1898.09999,10363.0,124.2
-8.8049,11715.0,1199.0,4343.69999,1922.3,10377.0,121.0
-8.8049,11718.0,1203.0,4347.0,1947.2,10398.0,118.8
-8.8049,11712.0,1192.0,4346.69999,1933.5,10349.0,92.73
-8.8049,11705.0,1191.0,4345.6,1938.3,10359.0,90.93999
-8.8049,11681.0,1163.0,4344.69999,1950.7,10367.0,122.8
-8.8049,11698.0,1164.0,4345.19999,1962.5,10395.0,148.19999
-8.8049,11732.0,1157.0,4346.0,1965.2,10412.0,133.59999
-8.8049,11711.0,1155.0,4343.19999,1961.0,10404.0,142.69999
-8.8049,11714.0,1153.5,4346.3,1961.3,10420.0,148.9
-8.8049,11704.0,1134.0,4345.8,1973.5,10393.0,145.5
-8.8049,11693.0,1132.0,4346.5,1973.5,10391.0,127.59999
-8.8049,11724.0,1117.5,4347.3,1971.0,10396.0,117.8
-8.8049,11727.0,1118.0,4345.5,1952.5,10372.0,99.07999
-8.8049,11727.0,1127.0,4342.69999,1962.8,10394.0,98.84
-8.8049,11741.0,1105.0,4343.0,1973.8,10385.0,99.68
-8.8049,11740.0,1096.0,4344.5,1973.2,10371.0,70.17
-8.8049,11739.0,1077.0,4344.19999,1986.0,10378.0,64.42
-8.8049,11725.0,1053.0,4342.8,1925.2,10301.0,33.90999
-8.8049,11744.0,1026.0,4345.8,1965.5,10330.0,53.09
-8.8049,11727.0,1032.5,4344.0,2006.5,10367.0,98.10999
-8.8049,11775.0,1029.0,4347.19999,2019.0,10378.0,61.99
-8.8049,11759.0,1026.0,4348.5,2022.3,10390.0,84.29999
-8.8049,11747.0,1016.0,4346.0,1956.9,10318.0,35.78999
-8.8049,11758.0,1023.0,4345.3,1960.2,10329.0,32.85
-8.8049,11730.0,1030.0,4346.8,1980.5,10361.0,99.71999
-8.8049,11746.0,1036.0,4346.5,1998.8,10399.0,118.2
-8.8049,11760.0,1040.0,4347.3,1998.3,10413.0,116.5
-8.8049,11766.0,1046.9,4344.8,1974.2,10370.0,74.06
-8.8049,11790.0,1051.0,4347.69999,1975.2,10390.0,85.26
-8.8049,11783.0,1049.0,4344.3,1988.3,10399.0,86.79999
-8.8049,11800.0,1058.0,4345.8,1977.0,10387.0,39.95
-8.8049,11777.0,1058.0,4347.69999,1970.5,10388.0,77.87999
-8.8049,11777.0,1062.0,4345.69999,1971.3,10400.0,59.67
-8.8049,11776.0,1042.0,4348.0,1962.3,10370.0,44.53
-8.8049,11800.0,1055.0,4343.69999,1974.8,10386.0,48.88
-8.8049,11792.0,1060.5,4340.8,1982.09999,10405.0,65.09
-8.8049,11799.0,1064.0,4348.5,2005.0,10431.0,100.0
-8.8049,11825.0,1066.0,4346.69999,2002.5,10424.0,99.71999
-8.8049,11812.0,1069.5,4343.5,2006.2,10427.0,117.7
-8.8049,11773.0,1071.0,4343.5,2021.3,10452.0,171.5
-8.8049,11817.0,1070.0,4346.0,2052.0,10498.0,181.09999
-8.8049,11807.0,1079.5,4345.0,2058.19999,10510.0,186.69999
-8.8049,11796.0,1097.0,4348.19999,2072.8,10550.0,209.9
-8.8049,11798.0,1073.0,4347.19999,2073.3,10521.0,201.19999
-8.8049,11790.0,1070.0,4345.3,2073.3,10523.0,222.4
-8.8049,11818.0,1073.4,4345.19999,2083.0,10551.0,241.3
-8.8049,11844.0,1059.0,4345.19999,2080.3,10556.0,211.5
-8.8049,11819.0,1048.0,4345.5,2083.0,10561.0,208.59999
-8.8049,11812.0,1039.0,4345.19999,2080.3,10567.0,242.4
-8.8049,11782.0,1042.0,4344.0,2090.5,10592.0,290.89999
-8.8049,11821.0,1045.4,4346.0,2076.5,10584.0,237.5
-8.2902,11800.0,1030.0,4346.19999,2060.69999,10558.0,234.5
-8.2902,11783.0,1019.0,4345.0,2072.0,10556.0,253.9
-8.2902,11798.0,1027.9,4343.5,2080.69999,10588.0,247.09999
-8.2902,11816.0,1018.0,4343.19999,2078.19999,10577.0,240.59999
-8.2902,11835.0,1014.0,4344.8,2088.0,10590.0,240.3
-8.2902,11833.0,1000.0,4349.3,2072.19999,10573.0,236.59999
-8.2902,11797.0,1002.0,4345.19999,2086.8,10603.0,236.19999
-8.2902,11843.0,999.99,4345.69999,2091.69999,10614.0,208.19999
-8.2902,11834.0,991.0,4346.19999,2053.69999,10570.0,187.5
-8.2902,11880.0,988.00999,4345.5,2049.5,10566.0,146.59999
-8.2902,11857.0,988.0,4344.69999,2027.5,10519.0,115.2
-8.2902,11855.0,980.01999,4341.3,2034.3,10518.0,128.3
-8.2902,11856.0,969.02999,4344.69999,2027.2,10514.0,124.2
-8.2902,11861.0,962.0,4343.69999,2036.5,10513.0,121.09999
-8.2902,11817.0,945.54999,4343.69999,2043.5,10502.0,143.9
-8.2902,11871.0,947.05999,4345.19999,2044.8,10508.0,94.43
-8.2902,11863.0,941.0,4348.0,2050.19999,10500.0,86.45999
-8.2902,11907.0,930.49,4346.3,2041.0,10483.0,45.72999
-8.2902,11869.0,924.0,4344.5,2066.8,10489.0,108.2
-8.2902,11878.0,917.0,4347.19999,2065.0,10494.0,69.71999
-8.2902,11837.0,920.97,4341.89999,2054.8,10501.0,116.09999
-8.2902,11856.0,906.0,4346.5,2048.0,10494.0,90.40999
-8.2902,11881.0,901.01999,4344.8,2047.5,10494.0,63.68999
-8.2902,11869.0,897.0,4347.69999,2035.5,10489.0,72.21999
-8.2902,11874.0,887.01999,4345.69999,2027.0,10458.0,23.48999
-8.2902,11880.0,872.00999,4344.8,2017.2,10431.0,-101.0
-8.2902,11848.0,878.0,4342.8,2019.5,10421.0,-114.4
-8.2902,11840.0,871.0,4346.3,2012.7,10413.0,-103.2
-8.2902,11830.0,879.01999,4346.0,2011.8,10424.0,-92.28
-8.2902,11883.0,895.0,4345.5,2013.0,10455.0,-106.3
-8.2902,11871.0,877.03999,4347.6,2012.8,10438.0,-105.4
-8.2902,11886.0,877.0,4346.5,2011.0,10425.0,-133.3
-8.2902,11882.0,868.0,4346.5,2014.3,10408.0,-140.59999
-8.2902,11886.0,877.00999,4345.19999,2005.2,10397.0,-160.3
-8.2902,11850.0,877.5,4343.8,2007.3,10410.0,-115.0
-8.2902,11856.0,891.95,4345.8,2003.7,10413.0,-109.09999
-8.2902,11848.0,912.5,4346.5,2001.7,10429.0,-104.3
-8.2902,11851.0,915.48,4343.69999,1992.3,10422.0,-117.0
-8.2902,11833.0,919.01999,4346.3,1997.0,10410.0,-102.8
-8.2902,11893.0,926.96,4345.3,1991.7,10454.0,-92.92
-8.2902,11874.0,943.98,4347.0,1983.7,10449.0,-119.7
-8.2902,11809.0,940.99,4346.0,1985.2,10458.0,-21.87999
-8.2902,11848.0,959.99,4345.3,1991.5,10481.0,-43.1
-8.2902,11810.0,952.99,4348.3,1985.0,10459.0,-23.93
-8.2902,11826.0,966.0,4345.19999,2023.8,10515.0,-3.91999
-8.2902,11836.0,973.0,4347.3,2032.0,10529.0,-197.8
-8.2902,11828.0,966.04999,4343.3,2043.2,10533.0,-204.8
-8.2902,11794.0,958.04999,4345.69999,2041.7,10525.0,-177.19999
-8.2902,11801.0,957.50999,4342.69999,2050.5,10521.0,-177.19999
-8.2902,11861.0,948.0,4345.5,2042.7,10514.0,-258.39999
-8.2902,11842.0,960.0,4345.3,2041.7,10516.0,-245.9
-8.2902,11824.0,962.50999,4344.0,2018.4,10501.0,-250.8
-8.2902,11837.0,962.0,4346.19999,2011.3,10497.0,-242.8
-8.2902,11846.0,965.00999,4346.8,2023.2,10506.0,-249.09999
-8.2902,11801.0,975.0,4346.0,2016.3,10517.0,-214.19999
-8.2902,11849.0,981.0,4347.3,2024.8,10541.0,-205.0
-8.2902,11855.0,984.00999,4346.19999,2021.5,10545.0,-219.19999
-8.2902,11827.0,989.0,4345.69999,2041.3,10552.0,-194.9
-8.2902,11867.0,999.0,4347.0,2045.5,10554.0,-219.5
-8.2902,11911.0,999.0,4343.3,2042.0,10565.0,-253.4
-8.2902,11889.0,1013.0,4345.0,2035.0,10579.0,-234.3
-8.2902,11871.0,1003.0,4344.0,2035.2,10568.0,-228.69999
-8.2902,11893.0,1016.0,4343.69999,2039.3,10582.0,-231.19999
-8.2902,11900.0,1003.0,4345.8,2043.2,10588.0,-207.0
-8.2902,11928.0,1002.0,4344.0,2052.0,10605.0,-229.8
-8.2902,11923.0,1005.0,4341.0,2086.19999,10641.0,-206.3
-8.2902,11945.0,1011.0,4348.3,2083.19999,10651.0,-235.59999
-8.2902,11964.0,1014.0,4342.5,2091.8,10653.0,-252.69999
-8.2902,11957.0,1012.0,4341.69999,2082.69999,10617.0,-278.5
-8.2902,12000.0,1008.0,4345.8,2080.8,10616.0,-303.19999
-8.2902,12008.0,1011.0,4345.19999,2078.0,10640.0,-282.6
-8.2902,12041.0,1018.0,4345.19999,2075.3,10649.0,-313.69999
-8.2902,12046.0,1023.0,4346.19999,2065.0,10636.0,-343.3
-8.2902,12064.0,1025.5,4346.19999,2073.19999,10628.0,-355.6
-8.2902,12070.0,1026.0,4346.69999,2069.3,10622.0,-400.89999
-8.2902,12100.0,1016.0,4344.19999,2080.0,10614.0,-399.0
-8.2902,12099.0,1026.5,4346.8,2084.8,10636.0,-405.69999
-8.2902,12126.0,1011.0,4353.8,2085.5,10630.0,-421.6
-8.2902,12155.0,1006.5,4358.8,2104.69999,10651.0,-432.3
-8.2902,12188.0,986.03999,4366.3,2120.19999,10665.0,-428.6
-8.2902,12113.0,994.00999,4370.8,2114.0,10667.0,-375.1
-8.2902,12194.0,988.99,4376.3,2105.19999,10675.0,-357.89999
-8.2902,12207.0,983.07,4380.19999,2069.9,10644.0,-319.19999
-8.2902,12204.0,987.49,4382.69999,2043.3,10610.0,-353.69999
-8.2902,12196.0,990.97,4386.0,2037.7,10595.0,11.61999
-8.2902,12192.0,985.91999,4392.0,2038.8,10602.0,46.57999
-8.2902,12205.0,989.99,4392.3,2026.3,10590.0,42.97999
-8.2902,12240.0,982.03999,4396.0,2026.0,10587.0,54.04999
-8.2902,12219.0,981.44,4393.8,2014.4,10578.0,48.18
-8.2902,12224.0,976.01999,4392.0,2006.2,10559.0,29.51
-8.2902,12230.0,991.49,4393.5,2001.7,10573.0,40.02
-8.2902,12213.0,994.99,4392.19999,1998.2,10561.0,35.93
-8.2902,12205.0,997.98,4396.69999,1998.3,10558.0,24.59
-8.2902,12194.0,997.47,4393.0,2006.8,10568.0,32.71999
-8.2902,12183.0,994.03999,4393.19999,2029.59999,10597.0,103.9
-8.2902,12192.0,990.0,4391.8,2050.69999,10608.0,93.28
-8.2902,12237.0,976.99,4393.19999,2059.0,10630.0,86.09999
-8.2902,12247.0,984.98,4392.69999,2062.8,10632.0,100.3
-8.2902,12233.0,979.00999,4393.3,2070.8,10628.0,72.12
-8.2902,12272.0,977.0,4389.5,2047.5,10615.0,30.05999
-8.2902,12210.0,983.0,4389.8,2041.8,10596.0,73.18
-8.2902,12209.0,989.49,4393.69999,2054.69999,10618.0,84.76
-8.2902,12228.0,978.04999,4393.19999,2054.69999,10611.0,69.03
-8.2902,12200.0,968.48,4394.0,2063.5,10620.0,92.34
-8.2902,12239.0,957.49,4391.0,2066.4,10602.0,60.85
-8.2902,12213.0,963.0,4392.3,2050.8,10591.0,53.43
-8.2902,12201.0,956.0,4394.19999,2085.19999,10620.0,92.62
-8.2902,12186.0,964.0,4389.3,2069.3,10613.0,110.8
-8.2902,12217.0,959.01999,4387.8,2055.3,10587.0,69.57999
-8.2902,12199.0,963.0,4390.5,2053.3,10601.0,51.43
-8.2902,12230.0,951.98,4389.0,2064.8,10612.0,31.14
-8.2902,12216.0,948.0,4388.3,2058.19999,10601.0,25.17
-8.2902,12229.0,943.01999,4388.8,2051.19999,10581.0,15.32
-8.2902,12216.0,932.0,4391.19999,2052.8,10563.0,26.78999
-8.2902,12229.0,938.0,4390.5,2065.69999,10570.0,19.84
-7.7652,12290.0,941.44,4389.89999,2062.8,10609.0,-5.25499
-7.7652,12227.0,922.0,4389.8,2051.3,10549.0,-22.21999
-7.7652,12230.0,924.02999,4392.69999,2046.2,10561.0,-26.85999
-7.7652,12203.0,934.00999,4391.5,2058.69999,10574.0,35.90999
-7.7652,12203.0,930.00999,4390.0,2043.3,10555.0,26.87
-7.7652,12226.0,917.00999,4393.8,2038.2,10559.0,9.13199
-7.7652,12209.0,926.0,4393.3,2038.0,10569.0,22.8
-7.7652,12235.0,929.0,4396.19999,2032.7,10580.0,-3.927
-7.7652,12193.0,926.99,4388.3,2041.3,10573.0,47.32999
-7.7652,12187.0,928.49,4389.3,2048.3,10572.0,55.86999
-7.7652,12218.0,936.0,4394.5,2056.0,10583.0,55.61999
-7.7652,12267.0,935.97,4395.3,2056.19999,10592.0,-26.92
-7.7652,12293.0,933.49,4391.19999,2069.3,10610.0,-30.21999
-7.7652,12282.0,925.97,4389.19999,2071.0,10590.0,-52.03
-7.7652,12298.0,915.01999,4391.3,2070.0,10587.0,-85.62
-7.7652,12323.0,900.00999,4389.19999,2073.8,10568.0,-76.59
-7.7652,12300.0,882.0,4389.0,2083.3,10554.0,-52.10999
-7.7652,12310.0,884.01999,4389.0,2082.19999,10555.0,-83.01999
