Lämpötila Helsingissä,Sähkönkulutus Suomessa,Tuulivoimatuotanto,Ydinvoimatuotanto,Vesivoimatuotanto,Sähköntuotanto Suomessa,"Sähköntuotanto, yli/alijäämä"
0.43526,10642.0,4273.0,4218.8,1358.7,11586.0,-10.76
0.43526,10625.0,4273.0,4212.5,1343.3,11572.0,15.88
0.43526,10562.0,4281.0,4204.19999,1323.3,11547.0,38.84
0.43526,10510.0,4276.0,4207.5,1307.8,11526.0,67.81999
0.43526,10515.0,4269.0,4209.69999,1295.7,11493.0,2.492
0.43526,10497.0,4263.0,4210.0,1271.4,11476.0,20.87
0.43526,10522.0,4301.8,4206.19999,1253.2,11498.0,83.15999
0.43526,10504.0,4371.6,4204.5,1225.9,11548.0,-23.57999
0.43526,10490.0,4345.5,4206.39999,1185.4,11478.0,-117.3
0.43526,10480.0,4317.1,4204.19999,1170.4,11436.0,-139.8
0.43526,10464.0,4307.0,4209.3,1163.2,11428.0,-118.7
0.43526,10426.0,4277.6,4214.0,1171.7,11407.0,-116.4
0.43526,10456.0,4211.5,4210.3,1171.5,11343.0,-117.0
0.43526,10388.0,4119.0,4217.8,1158.3,11244.0,-83.12
0.43526,10361.0,4092.0,4204.3,1150.3,11186.0,-120.3
0.43526,10309.0,4082.5,4207.3,1148.2,11190.0,-50.5
0.43526,10332.0,4096.0,4206.19999,1142.8,11202.0,-72.65
0.43526,10330.0,4128.89999,4212.6,1131.3,11243.0,-24.53
0.43526,10308.0,4158.6,4208.3,1140.3,11268.0,20.05999
0.43526,10287.0,4164.0,4211.5,1122.5,11267.0,24.89
0.43526,10274.0,4175.0,4212.69999,1106.8,11258.0,38.11999
0.43526,10265.0,4161.5,4210.3,1101.5,11230.0,36.2
0.43526,10203.0,4122.0,4210.5,1093.7,11184.0,35.39999
0.43526,10222.0,4090.09999,4207.8,1085.8,11120.0,-39.28
0.43526,10213.0,4098.0,4213.8,1066.7,11155.0,-24.67
0.43526,10208.0,4029.09999,4211.0,1044.2,11044.0,-122.2
0.43526,10187.0,4009.0,4208.69999,1054.7,11026.0,-5.198
0.43526,10141.0,4092.0,4199.0,1055.5,11091.0,231.59999
0.43526,10171.0,4082.9,4205.3,979.00999,11017.0,186.4
0.43526,10172.0,4080.4,4202.0,963.7,10980.0,155.0
0.43526,10143.0,4065.0,4201.8,948.17999,10947.0,143.5
0.43526,10163.0,4064.0,4195.5,936.19,10931.0,94.95
0.43526,10143.0,4017.5,4210.8,929.32,10882.0,30.52
0.43526,10148.0,4000.59999,4205.5,943.99,10871.0,86.59999
0.43526,10128.0,4003.0,4199.69999,946.01999,10883.0,60.79999
0.43526,10110.0,4017.5,4201.5,927.16999,10886.0,105.0
0.43526,10109.0,3978.19999,4197.69999,927.34,10824.0,9.531
0.43526,10036.0,3854.0,4197.19999,957.49,10758.0,66.01999
0.43526,10017.0,3856.5,4200.5,957.16999,10757.0,97.93
0.43526,9963.7,3855.5,4200.8,955.0,10755.0,104.4
0.43526,9948.89999,3878.0,4203.3,954.33,10781.0,144.4
0.43526,10041.0,3894.5,4204.5,967.64999,10816.0,105.59999
0.43526,10029.0,3874.0,4205.69999,981.32,10815.0,128.9
0.43526,10063.0,3856.0,4207.19999,1008.5,10826.0,121.3
0.43526,10012.0,3822.0,4204.3,1011.3,10792.0,83.95
0.43526,10095.0,3786.0,4216.5,1026.3,10792.0,20.14
0.43526,10180.0,3750.0,4243.0,1051.09999,10801.0,-184.3
0.43526,9958.79999,3532.0,4236.8,1121.3,10650.0,-180.0
0.43526,9958.0,3514.0,4241.0,1091.7,10593.0,-186.0
0.43526,9967.1,3601.4,4246.5,1053.7,10633.0,-151.59999
0.43526,9838.0,3571.5,4242.69999,1032.0,10587.0,-140.0
0.43526,9894.29999,3603.9,4245.19999,1015.0,10609.0,-136.5
0.43526,9929.1,3657.0,4247.5,1013.7,10670.0,-90.65999
0.43526,9948.0,3647.0,4250.6,999.86,10628.0,-169.69999
0.43526,9926.79999,3693.69999,4239.69999,977.16999,10634.0,-146.5
0.43526,9956.5,3660.0,4243.8,981.00999,10628.0,-178.09999
0.43526,9926.6,3680.0,4247.0,969.66999,10639.0,-121.3
0.43526,9933.79999,3684.0,4246.69999,970.5,10661.0,-168.69999
0.43526,9919.89999,3685.0,4249.3,932.00999,10616.0,-196.3
0.43526,9963.6,3717.0,4245.19999,927.0,10647.0,-185.9
0.43526,9864.2,3728.0,4243.5,917.34,10654.0,-114.0
0.43526,9850.6,3730.0,4246.8,917.34,10662.0,-115.8
0.43526,9910.79999,3733.5,4251.69999,921.65999,10653.0,-150.19999
0.43526,9853.0,3725.5,4241.0,923.83,10626.0,-134.3
0.43526,9849.89999,3757.0,4248.89999,906.86,10658.0,-110.9
0.43526,9837.39999,3760.5,4246.5,894.67999,10653.0,-61.72999
0.43526,9931.1,3758.5,4246.19999,925.63999,10670.0,-35.32
0.43526,9906.2,3785.4,4245.5,1006.1,10790.0,129.5
0.43526,9849.29999,3807.0,4250.19999,1036.2,10836.0,210.59999
0.43526,9883.79999,3818.5,4246.5,1048.09999,10853.0,192.59999
0.43526,9853.79999,3818.0,4248.8,1037.2,10833.0,210.5
0.43526,9742.39999,3798.0,4245.69999,1016.5,10800.0,258.6
0.43526,9742.0,3784.0,4250.69999,1004.3,10772.0,229.9
0.43526,9767.6,3802.0,4246.3,995.00999,10773.0,209.19999
0.43526,9828.0,3803.0,4241.19999,986.65999,10765.0,120.09999
0.43526,9821.79999,3806.9,4249.19999,976.16999,10754.0,110.2
0.43526,9948.79999,3808.59999,4248.0,974.99,10750.0,3.597
0.43526,9898.29999,3804.0,4245.5,952.67999,10723.0,106.8
0.43526,9822.0,3778.59999,4251.5,923.50999,10694.0,152.0
0.43526,9822.0,3794.5,4247.8,915.0,10685.0,147.5
0.43526,9798.5,3765.09999,4248.0,914.16999,10650.0,119.09999
0.43526,9838.29999,3746.5,4246.0,918.16999,10625.0,75.90999
0.43526,9870.6,3737.0,4247.0,923.34,10643.0,66.65999
0.43526,9827.0,3742.0,4247.0,930.32,10642.0,95.39
0.43526,9832.1,3745.5,4253.19999,927.65999,10662.0,142.4
0.43526,9820.6,3738.0,4253.19999,930.33,10665.0,134.4
0.43526,9863.79999,3719.5,4260.69999,932.48,10647.0,331.3
0.43526,9836.89999,3715.5,4256.69999,963.15999,10679.0,297.69999
0.43526,9877.1,3670.0,4256.1,977.0,10647.0,191.0
0.43526,9832.0,3614.0,4248.8,962.34,10560.0,102.5
0.43526,9832.0,3549.5,4254.0,964.99,10496.0,91.73
0.43526,9850.0,3515.0,4249.19999,983.30999,10437.0,15.55
0.43526,9814.89999,3464.0,4257.5,986.66999,10393.0,8.41099
0.43526,9803.2,3462.0,4256.0,981.66999,10381.0,1.752
0.43526,9768.5,3463.0,4261.0,970.15999,10388.0,58.29999
0.43526,9774.39999,3442.5,4259.3,963.0,10391.0,10.86999
0.43526,9809.0,3427.5,4254.69999,957.84,10392.0,-20.19999
0.43526,9863.5,3432.09999,4259.3,954.0,10380.0,-98.21999
0.43526,9903.5,3443.5,4257.0,956.99,10403.0,-74.81999
0.43526,9923.7,3512.0,4253.8,953.0,10465.0,-55.34
0.43526,9898.0,3557.9,4256.69999,947.97,10502.0,-2.363
0.43526,9862.0,3562.0,4253.0,940.66999,10525.0,71.43
0.80731,9876.5,3564.0,4261.5,942.5,10574.0,94.87999
0.80731,9860.1,3584.0,4251.19999,940.16999,10574.0,126.09999
0.80731,9808.29999,3565.5,4261.0,931.33,10557.0,140.3
0.80731,9794.79999,3551.5,4257.0,939.15999,10542.0,139.0
0.80731,9853.1,3552.0,4259.0,943.33,10554.0,385.6
0.80731,10062.0,3578.0,4257.8,958.0,10603.0,219.4
0.80731,10102.0,3635.0,4258.19999,954.33,10640.0,206.69999
0.80731,10054.0,3630.0,4259.3,963.34,10612.0,200.8
0.80731,10072.0,3592.5,4257.5,963.01999,10592.0,174.09999
0.80731,10074.0,3599.0,4253.0,956.0,10593.0,174.9
0.80731,10053.0,3616.4,4252.69999,947.83,10598.0,192.59999
0.80731,10047.0,3635.5,4257.5,944.0,10623.0,246.09999
0.80731,10018.0,3633.5,4256.0,950.33,10632.0,265.6
0.80731,10071.0,3625.5,4259.5,948.66999,10662.0,230.5
0.80731,10082.0,3603.0,4262.8,946.5,10642.0,150.09999
0.80731,10162.0,3563.0,4261.69999,949.83,10615.0,130.19999
0.80731,10197.0,3547.0,4261.5,947.84,10604.0,116.4
0.80731,10156.0,3522.0,4265.5,954.15999,10573.0,221.19999
0.80731,10244.0,3519.0,4268.8,948.66999,10567.0,205.0
0.80731,10215.0,3525.0,4264.69999,943.83,10552.0,191.8
0.80731,10243.0,3521.0,4265.19999,948.65999,10559.0,169.19999
0.80731,10261.0,3541.4,4266.5,953.67999,10588.0,189.59999
0.80731,10322.0,3546.5,4266.69999,972.65999,10634.0,183.19999
0.80731,10408.0,3545.09999,4263.5,995.34,10655.0,115.2
0.80731,10369.0,3585.9,4266.0,1009.3,10699.0,1148.0
0.80731,10468.0,3601.0,4265.19999,956.48,10681.0,984.6
0.80731,10607.0,3638.9,4265.19999,1000.1,10752.0,818.1
0.80731,10589.0,3632.0,4268.8,1015.7,10779.0,779.7
0.80731,10603.0,3611.0,4273.8,1048.5,10796.0,630.2
0.80731,10737.0,3582.5,4266.3,1097.3,10796.0,435.69999
0.80731,10833.0,3506.5,4262.3,1122.7,10763.0,383.6
0.80731,10856.0,3516.5,4267.19999,1109.3,10760.0,430.5
0.80731,10863.0,3536.5,4267.69999,1100.3,10769.0,442.39999
0.80731,10854.0,3562.4,4266.0,1101.3,10786.0,446.1
0.80731,10878.0,3590.0,4263.8,1085.0,10793.0,450.0
0.80731,10922.0,3604.0,4257.5,1039.9,10748.0,340.6
0.80731,10997.0,3610.5,4256.8,1023.3,10751.0,275.89999
0.80731,11004.0,3657.5,4256.5,1015.7,10775.0,290.0
0.80731,11023.0,3699.0,4258.69999,1003.8,10817.0,297.3
0.80731,11086.0,3719.0,4258.5,1004.3,10849.0,259.8
0.80731,11128.0,3717.0,4259.19999,1010.3,10838.0,226.8
0.80731,11062.0,3725.4,4251.69999,1009.8,10845.0,300.19999
0.80731,11073.0,3712.0,4257.0,1028.0,10865.0,296.69999
0.80731,11124.0,3720.9,4257.19999,1044.0,10902.0,284.3
0.80731,11135.0,3788.4,4266.0,1028.2,10952.0,548.1
0.80731,11156.0,3897.8,4268.0,1009.7,11060.0,524.2
0.80731,11200.0,3911.0,4267.69999,1020.8,11070.0,405.69999
0.80731,11291.0,3893.5,4266.69999,1078.5,11111.0,402.3
0.80731,11291.0,3891.5,4267.0,1088.2,11128.0,406.0
0.80731,11392.0,3946.9,4263.8,1047.5,11145.0,341.8
0.80731,11405.0,3949.0,4262.8,1041.5,11160.0,329.6
0.80731,11481.0,3943.0,4264.69999,1062.5,11187.0,315.19999
0.80731,11358.0,3946.09999,4262.19999,1061.5,11184.0,405.3
0.80731,11408.0,3950.9,4263.5,1163.8,11288.0,465.69999
0.80731,11388.0,3944.0,4263.69999,1213.3,11320.0,501.6
0.80731,11411.0,3944.0,4267.5,1233.3,11335.0,526.1
0.80731,11433.0,3920.5,4267.69999,1271.2,11332.0,537.89999
0.80731,11406.0,3940.0,4264.3,1319.7,11413.0,626.29999
0.80731,11445.0,3932.09999,4265.3,1323.8,11408.0,599.89999
0.80731,11406.0,3907.09999,4265.5,1342.09999,11399.0,600.6
0.80731,11465.0,3914.5,4263.19999,1346.8,11413.0,591.1
0.80731,11490.0,3913.0,4265.19999,1364.7,11438.0,564.79999
1.05699,11481.0,3904.5,4262.3,1383.2,11436.0,609.7
1.05699,11465.0,3885.0,4266.69999,1423.09999,11474.0,608.0
1.05699,11465.0,3905.4,4262.8,1458.0,11530.0,625.5
1.05699,11521.0,3875.5,4266.5,1413.5,11463.0,528.7
1.05699,11492.0,3850.59999,4257.69999,1444.5,11445.0,530.2
1.05699,11466.0,3818.0,4266.0,1480.0,11453.0,584.2
1.05699,11501.0,3801.0,4263.5,1511.2,11482.0,566.29999
1.05699,11559.0,3777.0,4259.69999,1549.09999,11517.0,485.39999
1.05699,11727.0,3749.5,4264.69999,1505.5,11452.0,317.6
1.05699,11721.0,3741.0,4265.5,1522.5,11469.0,359.1
1.05699,11714.0,3733.0,4264.19999,1499.0,11440.0,343.0
1.05699,11654.0,3718.0,4269.5,1516.2,11420.0,366.6
1.05699,11695.0,3700.0,4275.5,1517.0,11415.0,310.39999
1.05699,11698.0,3679.5,4276.3,1492.09999,11365.0,260.89999
1.05699,11755.0,3646.0,4273.69999,1511.8,11363.0,236.3
1.05699,11769.0,3625.09999,4275.69999,1520.0,11367.0,196.09999
1.05699,11833.0,3581.0,4266.19999,1520.8,11318.0,99.32999
1.05699,11792.0,3558.0,4277.3,1522.7,11270.0,107.2
1.05699,11727.0,3512.0,4271.5,1563.09999,11252.0,163.3
1.05699,11679.0,3472.5,4282.3,1565.0,11225.0,154.19999
1.05699,11691.0,3485.0,4272.3,1573.0,11226.0,161.69999
1.05699,11654.0,3504.0,4269.0,1570.0,11218.0,216.8
1.05699,11586.0,3562.9,4272.8,1599.8,11322.0,32.2
1.05699,11599.0,3570.0,4274.0,1591.3,11336.0,22.82
1.05699,11554.0,3611.5,4275.19999,1637.0,11437.0,151.4
1.05699,11527.0,3649.0,4276.3,1677.2,11526.0,262.19999
1.05699,11623.0,3705.0,4274.0,1726.3,11621.0,252.3
1.05699,11617.0,3718.9,4271.0,1765.5,11671.0,283.19999
1.05699,11643.0,3738.4,4259.3,1774.3,11699.0,324.8
1.05699,11634.0,3790.0,4258.0,1760.5,11720.0,334.5
1.05699,11636.0,3789.0,4254.69999,1777.8,11752.0,342.0
1.05699,11603.0,3778.0,4247.0,1780.2,11734.0,376.0
1.05699,11545.0,3764.69999,4236.0,1781.3,11718.0,430.89999
1.05699,11561.0,3741.5,4237.5,1776.8,11677.0,377.89999
1.05699,11588.0,3720.0,4236.0,1781.0,11669.0,344.8
1.05699,11604.0,3704.0,4239.19999,1800.5,11681.0,335.19999
1.05699,11582.0,3689.0,4238.19999,1796.7,11663.0,360.1
1.05699,11562.0,3677.9,4237.5,1798.8,11647.0,325.89999
1.05699,11564.0,3646.0,4238.0,1813.7,11636.0,314.1
1.05699,11583.0,3616.5,4237.5,1797.5,11582.0,258.8
1.05699,11551.0,3616.0,4238.5,1780.3,11588.0,287.0
1.05699,11616.0,3623.5,4239.8,1790.7,11620.0,253.0
1.05699,11594.0,3613.5,4243.3,1769.5,11567.0,85.48
1.05699,11552.0,3596.0,4246.3,1792.8,11571.0,121.09999
1.05699,11511.0,3585.0,4244.3,1798.7,11575.0,190.0
1.05699,11404.0,3615.0,4247.3,1770.0,11581.0,296.19999
1.05699,11392.0,3620.0,4244.19999,1776.5,11581.0,304.8
1.05699,11398.0,3645.4,4250.3,1767.2,11594.0,324.39999
1.05699,11425.0,3658.0,4246.19999,1784.5,11613.0,313.39999
1.05699,11495.0,3679.9,4247.3,1792.7,11629.0,241.69999
1.05699,11547.0,3670.0,4248.69999,1790.8,11644.0,201.9
1.05699,11558.0,3689.0,4249.5,1783.8,11659.0,224.5
1.05699,11575.0,3743.4,4251.3,1772.0,11716.0,320.39999
1.05699,11556.0,3785.5,4251.8,1805.5,11773.0,328.5
1.05699,11558.0,3793.8,4247.19999,1812.3,11776.0,355.19999
1.05699,11534.0,3804.5,4245.19999,1831.2,11811.0,382.8
1.05699,11604.0,3809.0,4247.5,1830.8,11821.0,363.6
1.05699,11537.0,3837.0,4251.19999,1850.8,11888.0,455.3
1.05699,11532.0,3846.4,4246.3,1827.3,11863.0,430.1
1.05699,11536.0,3825.0,4251.69999,1814.8,11844.0,403.19999
1.05699,11529.0,3807.5,4251.3,1855.09999,11876.0,450.8
1.05699,11591.0,3766.0,4250.8,1856.2,11827.0,360.39999
1.05699,11553.0,3751.5,4254.69999,1834.3,11778.0,300.3
1.05699,11574.0,3733.0,4245.19999,1794.3,11722.0,246.09999
1.05699,11546.0,3731.0,4247.19999,1794.2,11739.0,287.89999
1.05699,11467.0,3752.9,4246.69999,1771.59999,11730.0,371.0
1.05699,11464.0,3829.5,4247.3,1745.3,11785.0,423.3
1.05699,11551.0,3860.0,4247.19999,1717.0,11777.0,324.1
1.05699,11471.0,3897.0,4246.19999,1721.09999,11811.0,448.69999
1.05699,11465.0,3934.59999,4253.5,1706.0,11838.0,467.6
1.5871,11440.0,3962.5,4251.3,1651.59999,11799.0,427.39999
1.5871,11474.0,3956.0,4242.8,1628.7,11782.0,419.89999
1.5871,11442.0,3939.0,4261.19999,1636.3,11792.0,441.3
1.5871,11465.0,3910.09999,4255.0,1633.7,11764.0,448.5
1.5871,11507.0,3915.59999,4255.19999,1608.7,11771.0,411.89999
1.5871,11533.0,3916.0,4258.8,1594.2,11765.0,377.69999
1.5871,11533.0,3919.0,4257.19999,1594.7,11756.0,361.8
1.5871,11496.0,3902.0,4262.1,1588.0,11737.0,409.1
1.5871,11538.0,3909.5,4261.69999,1601.7,11760.0,390.6
1.5871,11560.0,3920.0,4262.0,1592.7,11767.0,364.69999
1.5871,11511.0,3937.0,4263.3,1583.2,11771.0,417.39999
1.5871,11488.0,3942.4,4264.19999,1566.0,11760.0,433.6
1.5871,11490.0,3950.0,4262.19999,1542.2,11725.0,259.39999
1.5871,11457.0,3961.5,4260.19999,1578.8,11777.0,317.5
1.5871,11425.0,3956.0,4262.19999,1573.0,11761.0,357.0
1.5871,11432.0,3966.0,4261.3,1572.5,11789.0,354.8
1.5871,11459.0,3947.5,4263.69999,1559.2,11743.0,278.6
1.5871,11459.0,3953.0,4262.3,1552.2,11743.0,257.3
1.5871,11480.0,3947.0,4261.8,1533.8,11712.0,264.5
1.5871,11410.0,3967.5,4265.69999,1530.5,11731.0,330.5
1.5871,11462.0,3993.0,4259.5,1540.2,11771.0,352.6
1.5871,11416.0,4019.0,4260.19999,1532.8,11786.0,389.0
1.5871,11399.0,4012.0,4260.3,1539.2,11783.0,398.8
1.5871,11412.0,4036.0,4262.8,1542.3,11827.0,413.8
1.5871,11384.0,4062.4,4268.8,1529.2,11845.0,445.69999
1.5871,11391.0,4089.0,4266.3,1534.2,11868.0,470.6
1.5871,11453.0,4091.5,4263.19999,1519.7,11849.0,400.69999
2.18849,11461.0,4147.39999,4263.69999,1535.5,11923.0,449.19999
2.18849,11530.0,4158.1,4263.19999,1561.8,11942.0,430.69999
2.18849,11482.0,4223.0,4265.0,1559.7,12007.0,552.79999
2.18849,11502.0,4246.89999,4266.5,1593.0,12092.0,620.5
2.18849,11443.0,4283.39999,4265.8,1627.8,12173.0,762.2
2.18849,11468.0,4344.0,4274.19999,1644.3,12236.0,349.0
2.18849,11437.0,4399.5,4272.8,1653.2,12311.0,427.89999
2.18849,11418.0,4450.0,4273.19999,1668.3,12378.0,468.69999
2.18849,11467.0,4437.89999,4271.8,1678.3,12381.0,445.0
2.18849,11443.0,4486.39999,4271.69999,1678.7,12423.0,505.8
2.18849,11460.0,4507.0,4273.19999,1692.0,12456.0,543.89999
2.18849,11454.0,4589.89999,4274.0,1684.7,12526.0,602.0
2.18849,11483.0,4637.0,4273.5,1669.3,12554.0,634.5
2.18849,11488.0,4690.89999,4273.8,1663.5,12602.0,669.5
2.18849,11467.0,4754.0,4274.0,1657.7,12655.0,695.6
2.18849,11421.0,4759.0,4274.3,1625.3,12621.0,736.79999
2.18849,11411.0,4783.0,4268.19999,1620.09999,12631.0,727.0
2.18849,11338.0,4783.0,4270.0,1626.8,12618.0,799.39999
2.18849,11350.0,4794.0,4266.69999,1606.0,12605.0,773.29999
2.18849,11302.0,4759.1,4269.0,1605.8,12596.0,817.29999
2.18849,11364.0,4782.0,4267.69999,1621.8,12628.0,813.1
2.18849,11304.0,4775.1,4268.5,1618.3,12619.0,826.6
2.18849,11309.0,4753.0,4264.5,1608.5,12571.0,808.89999
2.18849,11298.0,4751.5,4268.5,1624.7,12593.0,824.7
2.18849,11353.0,4753.0,4269.5,1626.0,12607.0,779.1
2.18849,11320.0,4768.0,4266.69999,1616.8,12604.0,500.3
2.18849,11345.0,4817.0,4271.8,1629.5,12673.0,555.2
2.18849,11304.0,4848.0,4267.8,1614.5,12688.0,581.29999
2.18849,11366.0,4820.5,4270.69999,1619.0,12677.0,523.29999
2.18849,11393.0,4803.1,4267.5,1626.2,12655.0,471.89999
2.18849,11391.0,4810.6,4271.19999,1648.3,12707.0,515.1
2.18849,11415.0,4828.0,4271.19999,1650.0,12704.0,503.3
2.18849,11383.0,4824.5,4269.0,1670.7,12712.0,535.7
2.18849,11378.0,4865.5,4270.19999,1676.2,12755.0,603.39999
2.18849,11362.0,4869.0,4270.19999,1663.2,12756.0,612.6
2.18849,11357.0,4873.0,4279.5,1673.7,12801.0,648.1
2.18849,11353.0,4906.39999,4284.1,1685.4,12848.0,693.6
2.18849,11322.0,4909.0,4285.5,1683.2,12818.0,722.0
2.18849,11333.0,4948.0,4281.5,1693.3,12856.0,741.5
2.18849,11358.0,4957.5,4283.3,1680.3,12862.0,671.1
2.18849,11413.0,4981.0,4280.3,1687.0,12880.0,655.6
2.18849,11387.0,4978.0,4285.5,1707.7,12913.0,721.7
2.18849,11363.0,5012.0,4286.8,1710.8,12944.0,789.7
2.18849,11349.0,5033.89999,4283.69999,1706.0,12963.0,817.39999
2.18849,11362.0,5057.5,4282.8,1721.4,13013.0,850.89999
2.18849,11375.0,5078.0,4285.8,1748.3,13050.0,615.1
2.18849,11389.0,5119.0,4283.3,1773.7,13121.0,708.79999
2.18849,11384.0,5132.0,4283.5,1780.2,13129.0,693.0
2.18849,11468.0,5128.89999,4286.19999,1770.8,13150.0,623.2
2.18849,11504.0,5117.0,4286.19999,1790.8,13149.0,589.7
2.18849,11518.0,5168.1,4284.19999,1770.2,13156.0,596.79999
2.18849,11485.0,5178.89999,4288.19999,1769.2,13181.0,632.89999
2.18849,11488.0,5194.0,4283.3,1754.8,13181.0,597.89999
2.18849,11539.0,5199.89999,4286.19999,1734.3,13169.0,588.5
2.18849,11520.0,5184.0,4282.3,1724.8,13135.0,568.0
2.18849,11517.0,5223.5,4281.3,1713.8,13157.0,631.79999
2.18849,11474.0,5231.0,4283.0,1724.2,13183.0,654.79999
2.18849,11578.0,5257.1,4281.69999,1718.8,13206.0,606.5
2.18849,11515.0,5244.0,4284.5,1737.0,13205.0,631.1
2.18849,11540.0,5249.5,4282.19999,1700.5,13189.0,577.5
2.18849,11508.0,5242.6,4281.8,1697.0,13155.0,589.89999
2.18849,11513.0,5245.0,4280.5,1721.0,13181.0,579.29999
2.18849,11544.0,5282.0,4282.19999,1705.9,13194.0,557.7
2.18849,11580.0,5316.5,4283.19999,1700.2,13236.0,547.2
2.18849,11554.0,5313.0,4281.69999,1687.2,13221.0,596.79999
2.18849,11461.0,5297.0,4291.0,1687.59999,13197.0,480.19999
2.18849,11500.0,5276.5,4297.5,1667.2,13170.0,452.3
2.18849,11455.0,5258.6,4291.89999,1668.7,13157.0,452.6
2.18849,11463.0,5275.0,4298.3,1644.2,13159.0,475.6
2.18849,11464.0,5298.0,4286.0,1650.8,13185.0,451.6
2.18849,11506.0,5324.5,4293.0,1641.7,13195.0,443.1
2.18849,11553.0,5333.5,4294.0,1627.7,13205.0,403.0
2.18849,11525.0,5335.0,4291.69999,1633.0,13188.0,382.3
2.18849,11492.0,5324.5,4292.3,1639.5,13200.0,444.69999
2.18849,11496.0,5314.5,4291.5,1646.0,13205.0,451.6
2.18849,11512.0,5297.0,4292.0,1624.7,13175.0,420.6
2.18849,11494.0,5283.0,4293.0,1615.0,13158.0,478.6
2.18849,11495.0,5275.1,4290.69999,1613.5,13160.0,438.39999
2.18849,11509.0,5257.0,4290.5,1625.5,13151.0,465.3
2.18849,11584.0,5240.0,4289.5,1661.5,13159.0,390.39999
2.18849,11613.0,5257.89999,4292.3,1673.0,13186.0,397.6
2.18849,11527.0,5275.5,4292.3,1667.9,13191.0,457.69999
2.18849,11554.0,5278.0,4289.69999,1650.7,13169.0,417.39999
2.18849,11482.0,5285.89999,4290.69999,1643.09999,13161.0,485.5
2.18849,11460.0,5271.5,4284.0,1653.59999,13168.0,485.69999
2.18849,11507.0,5259.0,4291.5,1656.7,13156.0,236.19999
2.18849,11539.0,5267.0,4289.3,1629.8,13142.0,201.4
2.18849,11511.0,5274.89999,4293.69999,1625.2,13134.0,250.5
2.18849,11495.0,5308.5,4291.3,1576.3,13135.0,281.19999
2.18849,11487.0,5311.5,4292.69999,1571.5,13135.0,256.19999
2.18849,11548.0,5287.0,4293.5,1594.7,13124.0,198.9
1.8912,11451.0,5264.0,4294.19999,1628.09999,13142.0,330.89999
1.6737,11505.0,5288.5,4295.19999,1637.7,13179.0,310.0
1.6737,11515.0,5300.5,4295.8,1644.0,13202.0,317.5
1.6737,11488.0,5295.0,4295.19999,1643.3,13206.0,344.8
1.6737,11452.0,5300.0,4297.0,1622.8,13195.0,368.8
1.6737,11378.0,5290.0,4303.0,1630.3,13198.0,451.6
1.6737,11426.0,5277.0,4303.5,1622.0,13177.0,380.69999
1.6737,11491.0,5289.5,4305.5,1642.7,13201.0,311.6
1.6737,11512.0,5265.0,4298.0,1637.2,13155.0,305.69999
1.6737,11454.0,5245.6,4299.69999,1637.5,13134.0,326.69999
1.6737,11418.0,5223.1,4305.8,1636.2,13128.0,291.19999
1.6737,11394.0,5206.1,4302.3,1624.7,13096.0,325.39999
1.6737,11362.0,5232.0,4302.0,1625.5,13127.0,399.6
1.6737,11365.0,5245.0,4302.19999,1631.2,13138.0,402.19999
1.6737,11406.0,5226.0,4303.0,1656.0,13167.0,385.19999
1.6737,11398.0,5186.5,4303.69999,1653.2,13131.0,362.6
1.6737,11441.0,5199.1,4297.5,1629.4,13127.0,329.8
1.6737,11411.0,5193.0,4303.0,1622.3,13101.0,321.0
1.6737,11294.0,5172.0,4301.5,1579.7,13031.0,378.8
1.6737,11290.0,5134.5,4300.69999,1583.7,13017.0,356.39999
1.6737,11318.0,5128.5,4304.69999,1601.7,13008.0,350.1
1.6737,11365.0,5093.0,4301.8,1625.5,13027.0,285.1
1.6737,11398.0,5083.0,4305.69999,1637.0,13036.0,270.69999
1.6737,11330.0,5064.19999,4306.8,1641.8,13036.0,332.89999
1.6737,11410.0,5089.0,4301.8,1633.5,13046.0,304.6
1.6737,11410.0,5101.0,4301.5,1651.5,13060.0,289.5
1.6737,11415.0,5094.5,4300.0,1638.5,13043.0,331.19999
1.6737,11297.0,5101.0,4306.0,1625.2,13033.0,353.89999
1.6737,11372.0,5076.0,4306.3,1644.2,13009.0,237.8
1.6737,11366.0,5066.0,4297.8,1652.0,13004.0,279.89999
1.6737,11299.0,5021.0,4300.19999,1649.3,12976.0,309.19999
1.54729,11302.0,4990.0,4303.69999,1624.0,12921.0,261.6
1.1488,11233.0,4975.5,4302.19999,1616.7,12876.0,248.0
1.1488,11324.0,4964.0,4309.8,1639.3,12904.0,200.59999
1.1488,11259.0,4923.5,4303.8,1643.5,12841.0,198.9
1.1488,11313.0,4896.5,4303.8,1707.0,12893.0,201.0
1.1488,11342.0,4905.0,4301.5,1703.5,12887.0,181.3
1.1488,11298.0,4897.0,4305.5,1691.8,12875.0,197.59999
1.1488,11297.0,4899.1,4305.69999,1663.0,12843.0,165.5
1.1488,11258.0,4883.19999,4300.5,1637.2,12810.0,173.0
1.1488,11259.0,4849.5,4302.3,1661.0,12786.0,144.8
1.1488,11291.0,4834.0,4305.5,1656.0,12766.0,114.8
1.1488,11306.0,4833.89999,4307.19999,1665.3,12768.0,61.40999
1.1488,11309.0,4781.0,4303.0,1673.5,12737.0,29.3
1.1488,11314.0,4774.89999,4304.19999,1672.5,12667.0,-6.397
1.1488,11283.0,4769.0,4299.19999,1656.0,12636.0,-12.92
