Viim.,Avoin,Korkea,Matala,Vol.
7836.95,7918.54,7926.5,7833.1,60840000
7715.11,7836.95,7836.95,7670.99,82290000
7675.81,7715.11,7719.05,7674.25,58480000
7720.15,7675.81,7781.03,7675.54,70110000
7748.86,7720.15,7778.55,7672.94,76450000
7713.48,7748.86,7763.54,7701.05,70700000
7577.49,7713.48,7728.4,7571.78,66770000
7562.55,7577.49,7619.92,7520.45,80030000
7586.86,7562.55,7617.15,7562.55,50130000
7596.83,7586.86,7629.14,7576.95,75690000
7453.02,7596.83,7596.83,7428.94,104510000
7320.4,7453.02,7567.67,7301.1,238480000
7249.09,7320.4,7322.92,7237.41,108750000
7349.41,7249.09,7356.08,7249.09,52660000
7366.44,7349.41,7412.32,7349.41,67920000
7404.86,7366.44,7404.86,7360.3,52770000
7313.92,7404.86,7404.86,7307.23,68470000
7319.17,7313.92,7337.0,7250.72,69740000
7525.63,7319.17,7525.63,7319.17,70960000
7571.1,7525.63,7586.09,7525.63,100960000
7578.35,7571.1,7583.73,7538.44,103330000
7660.21,7578.35,7669.46,7571.74,104980000
7700.91,7660.21,7719.9,7660.2,71830000
7682.09,7700.91,7707.09,7643.8,64570000
7663.72,7682.09,7705.02,7652.94,64950000
7677.21,7663.72,7706.11,7656.34,51110000
7680.25,7677.21,7720.54,7674.24,61840000
7760.59,7680.25,7762.08,7680.25,50630000
7782.07,7760.59,7798.25,7760.59,199210000
7699.83,7782.07,7782.07,7694.14,78420000
7643.4,7699.83,7699.83,7638.07,65280000
7699.61,7643.4,7717.7,7643.4,65170000
7719.44,7699.61,7756.55,7699.61,87580000
7740.75,7719.44,7757.87,7716.39,49290000
7748.2,7740.75,7767.64,7740.51,67790000
7809.3,7748.2,7813.59,7742.24,63170000
7800.82,7809.3,7821.85,7766.04,50100000
7848.53,7800.82,7863.04,7800.82,40390000
7796.21,7848.53,7874.83,7796.21,70790000
7756.0,7796.21,7796.21,7732.27,64950000
7724.02,7756.0,7756.02,7722.86,76480000
7840.3,7724.02,7840.7,7724.02,74760000
7874.01,7840.3,7969.32,7840.3,101220000
7915.22,7874.01,7955.26,7874.01,56260000
8051.01,7915.22,8075.87,7915.22,102660000
8077.6,8051.01,8107.02,8049.32,82650000
8041.17,8077.6,8083.93,8035.11,54510000
8026.11,8041.17,8103.03,8021.62,58500000
8051.92,8026.11,8062.91,8016.65,53340000
8091.33,8051.92,8099.04,8042.99,70330000
8046.17,8091.33,8091.45,8032.91,70110000
8127.22,8046.17,8132.01,8040.02,102460000
8120.73,8127.22,8137.87,8091.63,63140000
8097.49,8120.73,8120.73,8077.87,61680000
8132.33,8097.49,8152.94,8095.51,51850000
8138.32,8132.33,8158.14,8122.58,42250000
8206.31,8138.32,8224.33,8138.32,39610000
8230.19,8206.31,8233.68,8206.31,21360000
8190.49,8230.19,8230.19,8183.83,27950000
8212.82,8190.49,8217.44,8188.49,22450000
8166.9,8212.82,8212.82,8157.08,38530000
8212.15,8166.9,8222.87,8166.9,25840000
8290.01,8212.15,8308.41,8211.36,69320000
8402.0,8290.01,8402.0,8290.01,83530000
8432.44,8402.0,8451.27,8401.71,106330000
8499.51,8432.44,8536.53,8432.44,88290000
8427.24,8499.51,8499.51,8398.15,73780000
8432.24,8427.24,8464.2,8392.03,85150000
8426.35,8432.24,8460.3,8391.54,70640000
8385.13,8426.35,8426.35,8350.74,56650000
8400.83,8385.13,8410.53,8367.21,33840000
8353.82,8400.83,8400.83,8344.43,57520000
8294.22,8353.82,8353.82,8196.08,92320000
8379.67,8294.22,8397.2,8294.22,65370000
8329.17,8379.67,8439.47,8325.54,85170000
8283.92,8329.17,8329.17,8222.47,60280000
8256.02,8283.92,8289.8,8237.58,59080000
8344.01,8256.02,8350.47,8256.02,83640000
8310.13,8344.01,8445.22,8214.03,239360000
8406.12,8310.13,8417.51,8310.13,97970000
8429.26,8406.12,8441.95,8383.24,50520000
8452.09,8429.26,8517.85,8429.26,97930000
8564.07,8452.09,8579.44,8436.14,68590000
8530.42,8564.07,8600.37,8519.32,80390000
8510.16,8530.42,8559.59,8481.76,73090000
8527.42,8510.16,8561.56,8510.16,51790000
8496.88,8527.42,8552.64,8482.76,76810000
8498.46,8496.88,8500.33,8436.6,81450000
8569.42,8498.46,8580.78,8498.46,66920000
8520.07,8569.42,8569.42,8498.62,58420000
8543.07,8520.07,8543.78,8494.53,48660000
8628.26,8543.07,8636.43,8543.07,99870000
8729.77,8628.26,8786.57,8628.26,120440000
8774.89,8729.77,8816.4,8729.77,118160000
8797.51,8774.89,8838.39,8774.89,79080000
8852.96,8797.51,8856.75,8780.49,49210000
8937.08,8852.96,8949.97,8852.96,56890000
8951.74,8937.08,8951.74,8865.83,67640000
8961.97,8951.74,8992.25,8949.87,66880000
8999.36,8961.97,8999.36,8955.68,41120000
9016.68,8999.36,9019.94,8981.02,46810000
8883.22,9016.68,9016.86,8876.1,71640000
8901.91,8883.22,8903.3,8845.0,54530000
8922.54,8901.91,8976.02,8901.91,66700000
8891.92,8922.54,8939.98,8866.14,57460000
8957.7,8891.92,8958.16,8891.92,56130000
8983.79,8957.7,8983.79,8909.69,85450000
9069.34,8983.79,9105.07,8983.79,170520000
9218.58,9069.34,9235.97,9069.34,114360000
9245.56,9218.58,9251.7,9183.34,83260000
9282.53,9245.56,9311.81,9245.56,70490000
9352.77,9282.53,9358.68,9276.4,89020000
9339.51,9352.77,9394.67,9339.51,103450000
9380.52,9339.51,9380.52,9334.5,85570000
9366.56,9380.52,9441.75,9362.8,111120000
9425.07,9366.56,9433.4,9366.56,59900000
9455.73,9425.07,9462.93,9405.11,76880000
9366.66,9455.73,9455.73,9357.83,72280000
9315.63,9366.66,9376.97,9315.57,75700000
9344.37,9315.63,9361.16,9315.63,67100000
9334.48,9344.37,9372.81,9334.48,55690000
9234.85,9334.48,9336.95,9227.28,79070000
9280.88,9234.85,9283.51,9188.92,61240000
9512.11,9280.88,9530.69,9280.88,124400000
9404.89,9512.13,9512.13,9383.54,59310000
9458.19,9404.89,9466.67,9404.89,62060000
9371.34,9458.19,9458.19,9368.04,63660000
9416.45,9371.34,9425.03,9371.34,75510000
9434.51,9416.45,9465.41,9411.82,73130000
9395.78,9434.51,9457.35,9386.14,52590000
9371.69,9395.78,9395.78,9359.53,40620000
9443.34,9371.69,9529.49,9333.96,148320000
9363.36,9443.34,9443.34,9360.47,86720000
9397.42,9363.36,9402.61,9360.78,42530000
9393.32,9397.42,9397.42,9354.25,64040000
9494.13,9393.32,9497.06,9393.32,70450000
9747.81,9494.13,9813.15,9494.13,191230000
9853.03,9747.81,9922.88,9747.81,121630000
9795.15,9853.03,9853.03,9795.15,66570000
9735.13,9795.15,9899.45,9732.43,103590000
9741.03,9735.13,9751.35,9687.68,94740000
9585.43,9741.03,9741.38,9525.0,87620000
9472.33,9585.43,9585.43,9469.95,73230000
9523.0,9472.33,9531.67,9468.56,58350000
9497.18,9523.0,9558.18,9481.21,76670000
9563.72,9497.18,9567.53,9492.28,59610000
9585.64,9563.72,9604.93,9563.72,55640000
9596.96,9585.64,9658.66,9585.64,56980000
9629.86,9596.98,9654.81,9592.99,54010000
9537.38,9629.89,9635.85,9525.32,61090000
9390.9,9537.38,9537.38,9390.9,79310000
9124.53,9390.9,9390.9,9123.68,102280000
9082.22,9124.53,9124.53,8940.37,98510000
9093.07,9082.22,9135.84,9036.98,86230000
8848.99,9093.07,9163.46,8843.78,122210000
8668.61,8848.99,8851.03,8641.21,121650000
8653.79,8668.61,8739.99,8637.41,88110000
8334.1,8653.79,8653.79,8303.44,98110000
8676.01,8334.1,8728.34,8334.1,113820000
8598.41,8676.01,8764.73,8559.58,78530000
8892.03,8598.41,8892.03,8598.41,72700000
8904.71,8892.03,8954.02,8882.72,26010000
8717.22,8904.71,8922.88,8717.22,54580000
8770.91,8717.22,8805.71,8582.75,74080000
8885.39,8770.91,8887.94,8750.6,64460000
8886.32,8885.39,9034.17,8882.16,78210000
8814.38,8886.32,8912.03,8805.87,43480000
8498.81,8814.38,8814.38,8477.29,82830000
8532.09,8498.81,8584.34,8498.81,73510000
8264.02,8532.09,8532.09,8262.99,115670000
8418.33,8264.02,8487.35,8264.02,68450000
8276.42,8418.33,8418.33,8250.26,60090000
8032.03,8276.42,8276.42,7949.01,96780000
8059.65,8032.03,8129.99,7981.6,81540000
8340.11,8059.65,8349.81,8059.65,75900000
8241.04,8340.11,8501.12,8240.86,96670000
8378.09,8241.04,8454.75,8241.04,77600000
8358.12,8378.09,8379.84,8293.95,65570000
8367.73,8358.12,8374.69,8301.72,52530000
8361.96,8367.73,8481.12,8322.56,61120000
8382.99,8361.96,8415.35,8361.96,77590000
8352.6,8382.99,8430.13,8352.6,43350000
8236.21,8352.6,8352.6,8227.14,70830000
8408.91,8236.21,8408.91,8236.21,71840000
8617.97,8408.91,8635.64,8408.91,82170000
8669.07,8617.97,8669.43,8612.53,37400000
8688.57,8669.07,8694.56,8650.7,23830000
8593.2,8688.57,8688.57,8591.01,42600000
8635.77,8593.2,8652.42,8578.65,51570000
8542.93,8635.77,8635.77,8521.04,57610000
8558.23,8542.93,8559.98,8492.81,40990000
8471.44,8558.23,8558.23,8461.04,48880000
8515.66,8471.44,8577.53,8471.44,47550000
8314.6,8515.65,8515.65,8294.8,72370000
8232.84,8314.6,8314.6,8224.49,53150000
8186.84,8232.84,8272.68,8152.53,50560000
8184.35,8186.84,8274.61,8184.35,62840000
8466.0,8184.35,8466.0,8184.35,78860000
8537.22,8466.0,8596.02,8400.22,193500000
8444.13,8537.22,8558.07,8432.95,76030000
8568.62,8444.13,8571.69,8412.87,41990000
8577.7,8568.62,8621.62,8568.62,50390000
8506.99,8577.7,8592.01,8493.12,55680000
8595.85,8506.99,8596.71,8506.99,53250000
8590.5,8595.85,8595.85,8509.04,49340000
8584.78,8590.5,8610.33,8565.83,51460000
8542.27,8584.78,8621.24,8529.61,47110000
8568.94,8542.27,8579.54,8537.58,46420000
8510.99,8568.93,8574.45,8478.34,51390000
8611.68,8510.99,8625.23,8510.99,44570000
8482.27,8611.68,8611.68,8474.98,33110000
8539.25,8482.27,8547.06,8482.27,50120000
8627.03,8539.25,8637.38,8502.77,61670000
8591.85,8627.03,8627.03,8519.9,49100000
8581.97,8591.85,8626.22,8572.07,40990000
8664.81,8581.97,8664.81,8581.97,46950000
8733.65,8664.81,8734.03,8616.31,62610000
8878.6,8733.65,8926.47,8733.65,102710000
8913.11,8878.6,8934.37,8878.6,73640000
8866.38,8913.11,8913.11,8847.09,64200000
8884.02,8866.38,8896.57,8833.79,46360000
8996.76,8884.02,9001.66,8884.02,53200000
8918.93,8996.76,8996.76,8915.05,64420000
8873.92,8918.96,8918.96,8837.21,57380000
8863.19,8873.92,8911.04,8843.38,53360000
8910.45,8863.2,8924.14,8812.68,30690000
8895.12,8910.45,8979.49,8884.91,56760000
8943.66,8895.12,8979.64,8895.12,55180000
8899.87,8943.66,8943.66,8877.6,62930000
8857.49,8899.87,8899.87,8829.69,82890000
8866.79,8857.49,8889.41,8844.43,48500000
8795.54,8866.79,8866.79,8765.4,74390000
8673.57,8795.54,8795.54,8635.94,99330000
8561.12,8673.57,8673.57,8551.94,81890000
8592.2,8561.12,8618.14,8533.85,78430000
8535.35,8592.2,8592.2,8505.49,50670000
8668.06,8535.35,8677.38,8535.35,93920000
8728.47,8668.06,8731.45,8668.06,61870000
8690.24,8728.47,8797.04,8642.94,87540000
8683.66,8690.24,8715.92,8631.57,124140000
8653.03,8683.66,8683.66,8604.74,69770000
8609.99,8653.03,8673.87,8605.03,83870000
8664.61,8609.99,8664.61,8568.1,74140000
8703.16,8664.61,8727.1,8650.78,79780000
8615.62,8703.16,8703.16,8605.32,57320000
8552.31,8615.62,8638.28,8531.76,62520000
8667.57,8552.31,8683.27,8552.31,74800000
8790.95,8667.57,8797.46,8667.57,80370000
8845.92,8790.95,8855.09,8790.95,68490000
8856.39,8845.92,8867.16,8817.91,65800000
8823.78,8856.39,8861.96,8775.93,62240000
8786.8,8823.78,8823.78,8707.23,68880000
8758.35,8786.8,8793.98,8728.77,69800000
8829.98,8758.35,8858.32,8758.35,77110000
8835.41,8829.98,8855.56,8795.45,71240000
8869.1,8835.41,8877.09,8815.28,46310000
8990.56,8869.1,8996.6,8869.1,88350000
9070.81,8990.56,9078.19,8970.7,81190000
9129.98,9070.81,9129.98,9064.53,69690000
9149.57,9129.98,9184.87,9102.42,53780000
9201.12,9149.57,9223.72,9149.57,54420000
9090.7,9201.12,9210.12,9080.79,70290000
9222.11,9090.7,9274.91,9065.9,128240000
9130.74,9222.11,9222.11,9025.07,258960000
9139.92,9130.74,9179.61,9119.34,97970000
9182.93,9139.92,9189.03,9118.53,63140000
9180.84,9182.93,9198.36,9154.35,79440000
9154.35,9180.84,9192.57,9142.76,78760000
9191.02,9154.35,9277.86,9154.35,95310000
9235.95,9191.02,9249.65,9191.02,78620000
9188.49,9235.95,9235.95,9113.92,64610000
9198.06,9188.49,9230.08,9180.68,72110000
9169.77,9198.06,9215.58,9152.46,63830000
9068.97,9169.77,9169.77,9015.97,89440000
9067.78,9068.97,9102.53,9027.6,60940000
9169.89,9067.78,9174.11,9067.78,57900000
9238.89,9169.89,9247.32,9167.55,66280000
9227.67,9238.89,9238.89,9182.72,66480000
9293.66,9227.67,9346.67,9227.67,96780000
9253.05,9293.59,9293.59,9224.46,66100000
9270.9,9253.05,9296.86,9253.05,58750000
9326.82,9270.9,9347.04,9270.9,67850000
9434.91,9326.62,9439.6,9326.62,96640000
9437.2,9434.91,9449.62,9397.94,62140000
9368.68,9437.2,9440.96,9341.32,65860000
9380.86,9368.68,9385.38,9296.91,60350000
9458.49,9380.86,9463.68,9375.27,73290000
9561.95,9458.49,9603.98,9458.49,97700000
9556.57,9561.95,9611.72,9543.48,52790000
9505.56,9556.57,9562.16,9463.12,74570000
9309.3,9505.56,9505.56,9304.6,74010000
9219.92,9309.3,9314.45,9166.41,112780000
9361.49,9219.92,9363.25,9219.92,86810000
9248.03,9361.49,9362.01,9245.51,93450000
9196.25,9248.03,9299.31,9168.85,76190000
9222.57,9196.25,9235.82,9175.9,58640000
9345.4,9222.57,9347.4,9222.57,82300000
9432.61,9345.4,9455.26,9345.4,76800000
9410.35,9432.61,9432.61,9324.1,57430000
9473.87,9410.35,9502.3,9410.35,59610000
9509.15,9473.87,9509.63,9448.8,77680000
9527.28,9509.15,9531.84,9469.96,78480000
9526.42,9527.28,9556.47,9461.09,81170000
9601.0,9526.42,9621.83,9526.02,98280000
9634.67,9601.0,9653.72,9588.33,65230000
9532.48,9634.67,9634.71,9510.33,62940000
9570.17,9532.48,9600.77,9532.48,53430000
9555.86,9570.27,9598.77,9552.43,53170000
9546.74,9555.86,9574.9,9533.85,41830000
9653.27,9546.74,9654.47,9546.74,30550000
9629.17,9653.27,9665.55,9613.31,34300000
9625.37,9629.17,9661.54,9616.84,38620000
9728.45,9625.37,9730.76,9625.37,45840000
9684.57,9728.45,9728.45,9603.25,75290000
9595.82,9684.57,9684.57,9517.0,83820000
9405.6,9595.82,9595.82,9396.24,116840000
9398.19,9405.6,9448.14,9388.63,69930000
9412.72,9398.19,9458.76,9398.19,84760000
9327.57,9412.72,9412.72,9282.97,96390000
9492.61,9327.57,9496.04,9327.57,112360000
9509.07,9492.61,9552.75,9460.12,90390000
9634.7,9509.07,9635.22,9509.07,73910000
9659.69,9634.7,9701.74,9634.7,108300000
9682.69,9659.69,9712.96,9659.49,77950000
9644.72,9682.69,9699.48,9620.54,89280000
9742.31,9644.72,9748.16,9593.92,98800000
9710.62,9742.31,9790.52,9710.39,66790000
9681.55,9710.62,9710.66,9609.19,105440000
9810.93,9681.55,9821.57,9681.55,104940000
9932.27,9810.93,10021.04,9799.87,245180000
9963.94,9932.27,9963.94,9919.57,126130000
10019.76,9963.94,10023.97,9949.2,84370000
10110.14,10019.76,10110.14,9991.53,89730000
10054.05,10110.14,10110.27,10027.02,87690000
10108.43,10054.05,10190.08,10053.68,131550000
10122.15,10108.43,10138.8,10069.69,86110000
10164.31,10122.15,10175.44,10117.24,67340000
10153.85,10164.31,10193.83,10140.41,83740000
10195.41,10153.85,10213.94,10148.76,105210000
10126.99,10195.41,10217.53,10089.31,99830000
10190.72,10126.99,10208.15,10126.99,80300000
10112.74,10190.72,10190.72,10093.92,72970000
10151.27,10112.74,10151.95,10094.11,74520000
10326.18,10151.27,10329.47,10151.01,102290000
10321.46,10326.18,10359.63,10295.78,84100000
10380.26,10321.46,10384.47,10296.82,80980000
10451.9,10380.26,10458.33,10374.73,60050000
10443.03,10451.9,10474.43,10402.73,72250000
10399.07,10443.03,10493.01,10367.02,83900000
10433.9,10399.07,10470.71,10399.07,64490000
10462.07,10433.9,10463.37,10405.18,59860000
10522.81,10465.47,10522.81,10461.77,61040000
10162.55,10522.91,10522.91,10150.16,117990000
9985.26,10161.46,10161.46,9798.83,143260000
9852.57,9984.84,10104.54,9746.78,129380000
9940.02,9852.57,10004.84,9815.03,125610000
9847.28,9940.02,9940.02,9627.23,106780000
9895.44,9847.28,9941.94,9846.22,81720000
10020.21,9895.44,10047.49,9895.17,82130000
10168.11,10020.21,10169.53,10020.21,83810000
10149.86,10165.64,10183.07,10040.13,77980000
10130.4,10149.86,10243.06,10105.68,55660000
10026.75,10130.4,10144.24,10026.75,60780000
9772.25,10026.75,10026.75,9752.26,103620000
9972.56,9772.25,9979.27,9772.25,77600000
10023.35,9972.56,10075.98,9945.88,168660000
10148.32,10023.35,10148.51,10023.16,74520000
10131.36,10148.32,10155.92,10066.56,76590000
10192.35,10131.36,10211.4,10123.75,65130000
10387.88,10192.35,10416.45,10192.35,99440000
10417.99,10387.88,10418.2,10339.2,62670000
10339.66,10417.99,10423.32,10308.48,72310000
10298.72,10339.66,10397.2,10290.05,63080000
10207.82,10298.72,10298.72,10193.26,80010000
10289.64,10207.82,10299.75,10177.08,77860000
10313.0,10289.64,10323.62,10237.0,61530000
10261.36,10313.0,10319.98,10213.5,62610000
10393.23,10261.42,10396.2,10261.42,76650000
10459.85,10393.23,10471.32,10393.23,93770000
10496.39,10460.5,10511.7,10442.76,62070000
10548.31,10496.66,10556.63,10480.76,72790000
10539.57,10548.17,10635.64,10533.24,82540000
10487.63,10538.9,10538.97,10429.11,76920000
10521.52,10487.56,10523.7,10445.44,61290000
10595.69,10521.52,10620.16,10521.52,83950000
10601.7,10595.69,10601.7,10521.52,93740000
10520.69,10601.7,10602.03,10456.97,84330000
10616.94,10520.62,10635.45,10420.94,381470000
10767.34,10617.5,10943.29,10617.5,126230000
10783.44,10767.34,10785.23,10745.52,85800000
10684.53,10783.44,10795.43,10679.46,106590000
10774.14,10684.53,10798.86,10684.3,88870000
10885.98,10774.14,10928.23,10774.14,167420000
10836.28,10885.98,10906.97,10787.06,87010000
10818.23,10836.28,10858.54,10806.65,70370000
10940.09,10817.43,10949.97,10817.43,107390000
10940.99,10940.09,10972.25,10876.27,110080000
10947.72,10940.99,10965.33,10847.27,111320000
10959.0,10947.72,10970.78,10928.08,46720000
10759.05,10959.0,10959.6,10753.56,96270000
10736.42,10759.05,10836.63,10694.92,94650000
10683.52,10736.38,10793.51,10683.19,92310000
10720.6,10683.52,10729.01,10532.21,98220000
10909.47,10720.6,10952.97,10720.6,136510000
10968.75,10909.47,10985.35,10865.75,100830000
11026.77,10977.25,11055.8,10941.52,77010000
11104.83,11026.77,11120.34,11026.7,102640000
11175.77,11104.89,11218.52,11083.83,81580000
11136.57,11175.77,11180.77,11120.51,114620000
11207.2,11136.57,11221.2,11127.93,81930000
11211.87,11207.1,11272.0,11145.74,89800000
11245.16,11211.17,11264.94,11153.91,72630000
11311.86,11245.16,11311.86,11245.16,20100000
11242.8,11311.56,11317.62,11239.55,63790000
11287.92,11242.8,11289.8,11139.4,87490000
11443.58,11288.16,11479.4,11288.16,115860000
11594.06,11443.41,11594.06,11440.52,91640000
11596.88,11594.06,11621.11,11553.32,79520000
11505.88,11596.88,11617.11,11505.55,85650000
11366.68,11505.88,11515.56,11352.09,81560000
11221.2,11366.68,11454.06,11196.56,98890000
11240.96,11221.2,11262.42,11040.88,101740000
11370.7,11240.96,11382.91,11240.96,70120000
11243.71,11370.7,11371.85,11206.12,78770000
11265.74,11243.71,11285.14,11148.4,83140000
11487.82,11265.74,11500.64,11265.74,76010000
11629.54,11487.82,11637.33,11487.52,100280000
11573.56,11629.54,11666.76,11558.48,95850000
11549.7,11573.56,11624.4,11502.71,79740000
11610.81,11549.7,11706.01,11549.7,74860000
11435.3,11610.81,11610.81,11356.44,107900000
11347.68,11435.3,11435.3,11249.06,61110000
11309.43,11347.68,11347.68,11258.84,58970000
11203.62,11309.43,11309.43,11167.63,57810000
11345.85,11203.62,11355.55,11203.62,61310000
11346.87,11345.85,11436.23,11330.12,61030000
11445.81,11346.87,11462.29,11308.64,69330000
11577.6,11445.81,11585.68,11445.81,66020000
11617.57,11577.6,11646.47,11577.6,42720000
11535.58,11617.57,11645.8,11530.14,48460000
11621.6,11535.58,11622.94,11535.58,55780000
11660.99,11621.6,11700.48,11606.41,43450000
11601.81,11660.99,11705.21,11558.35,52660000
11545.41,11601.81,11601.81,11455.43,61670000
11703.94,11545.41,11709.49,11545.41,65970000
11807.11,11703.94,11846.77,11703.94,57300000
11789.2,11807.11,11841.42,11778.48,37290000
11735.36,11789.2,11789.34,11685.46,56800000
11632.82,11735.36,11735.36,11627.67,67210000
11642.73,11633.35,11711.05,11615.23,69880000
11551.85,11642.73,11692.61,11549.17,79090000
11541.01,11551.85,11570.88,11483.54,73330000
11395.44,11541.01,11552.49,11377.22,69150000
11214.19,11395.44,11395.44,11212.88,100560000
10969.35,11214.19,11261.59,10952.12,100250000
11049.08,10969.35,11145.34,10871.8,110330000
11094.44,11049.08,11155.23,11025.94,75480000
11280.69,11094.44,11309.47,11094.44,99000000
11019.83,11280.69,11280.69,10955.24,94230000
11356.21,11019.83,11417.02,11019.83,183220000
11136.2,11356.21,11481.02,11122.31,95150000
10995.34,11135.31,11135.31,10964.36,78550000
11067.64,10995.34,11164.98,10995.3,79540000
11333.88,11067.64,11344.65,11067.24,105200000
11155.97,11334.28,11334.44,11096.26,151230000
10821.28,11155.97,11155.97,10763.48,121470000
11227.83,10821.28,11236.52,10820.85,110240000
11121.11,11227.83,11233.93,11108.47,83420000
10991.51,11121.11,11121.11,10894.36,72590000
10587.87,10991.51,10991.51,10526.39,117460000
10763.61,10587.87,10933.81,10468.2,147310000
10915.13,10763.61,11002.18,10763.21,89750000
10919.48,10915.13,10939.51,10778.84,66120000
11193.27,10919.48,11218.53,10919.34,82230000
11159.8,11193.14,11328.09,11140.32,71740000
11220.73,11159.8,11247.71,11080.85,52830000
11270.87,11220.79,11308.77,11220.79,37280000
11079.54,11270.73,11270.77,11079.22,56810000
11345.81,11079.54,11377.02,10992.24,89110000
11526.43,11345.81,11528.75,11345.68,124150000
11637.31,11526.43,11660.61,11501.95,78310000
11775.92,11649.94,11775.92,11585.06,69990000
11622.56,11775.92,11827.04,11619.72,83420000
11745.03,11622.56,11776.01,11622.56,76600000
11572.81,11745.03,11880.28,11569.68,93900000
11463.01,11572.81,11662.34,11458.47,71800000
11650.95,11463.01,11693.94,11463.01,58200000
11547.81,11650.95,11651.29,11470.86,71950000
11567.57,11547.81,11589.67,11451.42,64770000
11525.94,11567.57,11573.66,11467.38,51960000
11482.02,11525.94,11573.28,11469.55,57690000
11645.34,11482.02,11658.52,11425.91,70440000
12105.17,11645.34,12121.84,11645.34,107780000
12014.95,12105.17,12105.17,11952.51,80070000
12158.0,12014.95,12198.85,12005.12,126960000
12140.01,12158.0,12253.57,12093.04,77150000
11997.02,12140.01,12176.33,11910.61,93680000
12208.09,11997.02,12242.37,11996.88,74540000
12305.23,12210.82,12336.97,12210.82,89780000
12290.15,12305.23,12338.93,12242.05,76620000
12220.09,12289.82,12289.82,12040.65,89810000
12223.47,12220.09,12364.71,12194.43,86390000
12171.08,12223.47,12261.32,12151.06,58300000
12006.07,12171.08,12171.54,11950.34,131740000
12099.3,12006.07,12182.88,12006.07,84460000
12057.68,12099.3,12149.48,12038.43,53100000
12077.64,12057.68,12103.52,12021.4,67660000
12147.41,12077.64,12149.69,12051.49,71570000
12354.98,12147.41,12383.07,12147.41,91750000
12203.67,12354.98,12354.98,12131.61,71930000
12002.97,12203.67,12210.31,12002.97,76960000
11817.85,12002.97,12002.97,11791.98,133400000
12026.99,11817.85,12030.33,11817.09,96420000
12140.07,12026.99,12361.75,12024.87,200710000
12115.39,12140.07,12263.15,12097.84,84890000
11973.02,12115.39,12115.39,11885.64,75950000
12163.03,11973.02,12233.48,11972.69,77150000
12166.13,12163.03,12341.93,12162.47,85230000
12353.44,12166.13,12363.21,12165.07,93140000
12429.74,12353.44,12467.27,12338.88,80400000
12512.45,12429.74,12571.82,12425.22,114570000
12470.44,12512.45,12546.56,12435.48,65430000
12525.87,12470.44,12533.15,12425.24,78030000
12466.17,12525.87,12643.08,12423.41,77080000
12454.79,12466.17,12466.17,12354.4,62830000
12398.22,12454.79,12454.79,12363.94,51600000
12588.06,12398.22,12640.37,12398.22,69040000
12656.77,12588.06,12696.27,12502.41,101050000
12364.04,12656.77,12656.77,12363.82,83680000
12033.38,12364.04,12413.62,11977.46,78400000
11922.08,12033.38,12033.38,11855.71,61160000
11874.07,11922.08,11922.08,11689.8,71190000
11966.06,11874.07,12095.36,11874.07,66900000
11831.71,11966.06,11990.32,11717.0,58200000
11714.77,11831.71,11831.71,11618.93,66980000
11570.05,11714.77,11805.84,11560.69,72050000
11726.57,11570.05,11778.67,11548.56,86890000
11348.04,11726.57,11726.57,11259.19,83480000
11387.71,11348.04,11506.43,11348.04,59410000
11497.2,11387.71,11548.88,11372.12,59680000
11581.18,11497.2,11785.2,11497.2,65200000
11358.23,11581.18,11581.18,11277.92,68380000
11720.1,11358.23,11726.23,11358.23,80980000
11796.53,11720.1,11871.97,11713.16,65990000
11910.56,11796.53,11968.99,11796.16,73080000
11914.53,11910.56,11929.28,11843.37,59480000
11587.03,11914.53,11954.09,11558.47,82210000
11764.54,11587.03,11780.17,11587.03,59780000
11848.7,11764.54,11910.79,11739.77,67600000
11941.21,11848.7,11979.87,11833.05,47160000
11928.79,11941.21,12029.18,11911.52,48590000
11918.57,11928.79,11962.24,11720.88,62740000
11608.33,11918.57,11918.57,11586.68,63380000
11615.38,11608.33,11688.82,11493.07,47270000
11319.8,11615.38,11615.38,11310.49,66930000
11210.33,11319.8,11326.45,11172.92,68810000
11232.7,11210.33,11291.75,11142.88,76710000
11326.33,11232.7,11357.76,11226.67,71590000
11619.2,11326.33,11626.2,11326.33,109040000
11596.55,11619.2,11739.52,11593.1,39360000
11598.42,11596.55,11656.41,11513.66,40630000
11461.24,11598.42,11642.12,11457.19,45450000
11506.04,11461.24,11550.64,11400.59,55340000
11180.88,11506.04,11574.64,11177.55,75930000
10898.36,11180.88,11228.96,10805.08,84500000
10949.51,10898.36,11061.66,10817.88,83770000
10686.64,10949.51,10949.51,10609.38,79640000
10590.98,10686.64,10809.57,10525.64,80520000
10560.93,10590.98,10735.42,10473.01,76350000
10680.38,10560.93,10735.1,10441.71,64240000
10480.4,10680.38,10761.3,10415.66,73070000
10277.89,10480.4,10480.4,10173.58,93170000
10239.68,10277.89,10433.86,10219.52,77880000
10034.87,10239.68,10350.27,10031.16,95220000
9500.71,10034.87,10034.87,9500.54,126730000
9682.55,9500.71,9769.43,8982.9,158030000
9487.33,9682.55,9887.38,9329.18,140960000
10365.23,9487.33,10388.04,9487.33,172070000
10570.03,10365.23,10756.96,10365.23,89520000
10306.29,10570.59,10570.59,10182.78,67380000
10435.14,10306.29,10435.14,10306.29,75180000
10430.33,10435.14,10511.96,10351.35,67740000
