Started journeys,Avg. covered distance (m),Avg. duration (sec.)
67,2224.0149253731342,859.0298507462686
63,2182.873015873016,1100.6984126984128
46,2222.4347826086955,644.5652173913044
39,2138.5641025641025,882.4871794871794
50,2434.92,658.14
39,2039.3076923076924,583.7435897435897
36,2368.3611111111113,657.0555555555555
56,1842.267857142857,608.5357142857143
42,2129.5238095238096,812.047619047619
42,2488.8809523809523,676.8571428571429
37,2224.2162162162163,700.4054054054054
42,2807.7619047619046,1251.5714285714287
41,2094.9268292682927,644.560975609756
48,1971.2083333333333,554.3541666666666
23,2243.304347826087,662.6521739130435
18,2532.722222222222,713.4444444444445
28,2170.714285714286,693.8571428571429
20,2380.55,664.95
19,2226.2105263157896,656.0526315789474
19,2162.5789473684213,783.421052631579
34,2643.490294117647,665.3529411764706
28,2995.214285714286,1190.4285714285713
25,1806.48,512.72
27,2259.6296296296296,668.925925925926
27,2126.1481481481483,670.8148148148148
31,1884.032258064516,553.9677419354839
34,2515.235294117647,830.1470588235294
26,1611.7307692307693,577.0384615384615
31,1886.1290322580646,633.7096774193549
34,2918.313823529412,812.9411764705883
29,2027.7355172413793,607.3793103448276
32,2168.625,708.71875
34,2633.294117647059,783.1176470588235
38,1897.078947368421,620.2894736842105
34,2154.205882352941,699.4705882352941
42,2097.690476190476,624.6428571428571
35,2001.0857142857142,657.4857142857143
35,2742.1428571428573,902.0571428571428
42,1853.857142857143,605.7380952380952
35,2174.5714285714284,706.7714285714286
26,2238.576923076923,905.3846153846154
26,2047.6923076923076,696.3076923076923
45,2546.9777777777776,970.7555555555556
35,2034.4857142857143,600.1142857142858
46,2460.1739130434785,739.9130434782609
50,1986.2,612.6
38,1909.5,794.5526315789474
42,1916.142857142857,617.3571428571429
35,2363.0285714285715,736.5142857142857
44,2336.0,661.4090909090909
48,1968.625,614.2708333333334
51,2075.9411764705883,686.3921568627451
50,1873.54,596.56
46,1988.1521739130435,611.4347826086956
45,2102.2295555555556,641.2666666666667
45,2276.3333333333335,716.4
31,1954.1290322580646,1197.4193548387098
36,1728.3055555555557,560.8055555555555
43,1852.4651162790697,649.0930232558139
45,1936.2593333333332,573.8666666666667
40,2240.0,679.975
37,2178.891891891892,655.1891891891892
44,1874.909090909091,592.0681818181819
51,2165.8039215686276,664.9411764705883
35,2303.4,668.5428571428571
52,2329.75,718.9807692307693
43,2337.8837209302324,762.953488372093
39,2680.25641025641,771.2307692307693
64,2234.890625,698.09375
52,1883.7692307692307,652.5384615384615
61,1586.704918032787,498.344262295082
52,2066.8076923076924,668.1346153846154
62,1987.241935483871,602.258064516129
48,2456.8958333333335,828.875
59,2242.0338983050847,640.3220338983051
54,2108.8703703703704,713.9444444444445
54,1990.2777777777778,662.574074074074
77,2224.5584415584417,776.1558441558442
59,2215.3050847457625,655.3389830508474
54,2320.9444444444443,694.2222222222222
58,2193.5,714.2413793103449
72,2253.2083333333335,779.7083333333334
78,2562.346153846154,749.0641025641025
69,1937.1014492753623,652.7101449275362
79,2041.253164556962,640.4050632911392
67,2205.9850746268658,665.4029850746268
80,2454.4125,750.325
91,2403.769230769231,693.065934065934
101,2140.0561386138615,768.6831683168317
97,2426.814432989691,822.7010309278351
86,2435.1317441860465,723.3139534883721
109,2502.1009174311926,748.4036697247707
93,2407.146989247312,775.6559139784946
98,2324.8469387755104,708.1530612244898
104,2197.8653846153848,693.3461538461538
91,2370.6886813186816,709.5054945054945
93,2353.8602150537636,921.1505376344086
103,2385.78640776699,731.4466019417475
85,2418.2823529411767,661.3764705882353
97,2504.0,767.4845360824743
88,2819.5454545454545,873.4886363636364
96,2348.9791666666665,782.5
82,2515.3658536585367,883.560975609756
78,2659.1794871794873,862.4102564102565
91,2667.901098901099,764.945054945055
97,2423.5876288659792,738.979381443299
98,2533.4795918367345,801.4081632653061
90,2006.5,623.7222222222222
79,2350.1645569620255,754.367088607595
72,2112.847222222222,643.9444444444445
75,2213.693333333333,691.2
70,2161.2285714285713,670.9428571428572
73,2340.205479452055,718.2328767123288
80,2606.7125,800.275
85,2047.4275294117647,615.7529411764706
77,2184.961038961039,712.8441558441558
83,2447.3253012048194,777.7590361445783
82,2284.548780487805,741.6585365853658
88,2194.7613636363635,650.1704545454545
80,1994.2875,634.0625
62,2567.2258064516127,833.2903225806451
67,2573.955223880597,966.5373134328358
59,2263.677966101695,744.728813559322
78,2693.051282051282,938.8076923076923
75,2610.0666666666666,895.44
61,2344.2950819672133,816.2950819672132
69,2265.927536231884,686.1594202898551
77,2153.7012987012986,768.7922077922078
72,2424.027777777778,847.1805555555555
65,2491.9692307692308,806.1692307692308
61,2535.0,838.655737704918
12,1512.3333333333333,550.9166666666666
5,1700.6,635.6
60,2696.4333333333334,1016.7666666666667
70,2357.542857142857,748.8714285714286
71,2339.8169014084506,713.5915492957746
57,1878.719298245614,700.3157894736842
65,2144.6,693.7538461538461
47,2490.8936170212764,778.8510638297872
57,2196.964912280702,681.1929824561404
47,1729.872340425532,647.3191489361702
62,2338.7419354838707,827.9677419354839
51,2801.235294117647,934.9019607843137
54,2518.777777777778,843.4629629629629
40,2208.1,771.7
39,2476.2051282051284,753.5897435897435
35,2710.542857142857,897.0
38,2043.9736842105262,731.7105263157895
51,2198.274509803922,951.5686274509804
41,1949.7073170731708,567.560975609756
43,2236.8372093023254,648.4186046511628
49,2339.6938775510203,763.8979591836735
36,2048.6111111111113,638.9166666666666
28,2656.964285714286,889.3571428571429
41,2250.048780487805,739.8048780487804
27,1878.9259259259259,624.0
29,1837.103448275862,615.8620689655172
26,2175.4615384615386,635.1153846153846
33,2333.5454545454545,760.969696969697
26,2495.1923076923076,686.9230769230769
27,2296.222222222222,755.9629629629629
21,2256.6190476190477,640.3809523809524
15,1951.2,830.7333333333333
20,2361.65,711.5
15,1622.6666666666667,515.3333333333334
18,1908.0555555555557,599.6666666666666
15,2037.9333333333334,578.0666666666667
11,2491.5454545454545,781.1818181818181
9,1659.888888888889,633.2222222222222
5,1318.6,397.8
16,2640.8125,689.625
15,1818.3333333333333,697.3333333333334
11,2841.818181818182,713.0
10,2203.2,649.3
6,2158.6666666666665,1080.0
5,3352.4,889.4
8,2222.375,625.5
11,1960.909090909091,672.2727272727273
13,2179.3846153846152,631.6923076923077
5,1815.6,519.6
6,2463.0,677.5
