Päivämäärä	Viim.	Avoin	Korkea	Matala	Vol.	Muut.%
23.08.2017	9.485,49	9.493,82	9.523,81	9.479,13	35,19M	-0.08%
22.08.2017	9.493,51	9.453,24	9.493,51	9.441,75	32,64M	+0.75%
21.08.2017	9.422,48	9.437,19	9.466,48	9.400,98	36,22M	-0.25%
18.08.2017	9.445,94	9.484,27	9.498,55	9.428,04	50,48M	-0.93%
17.08.2017	9.534,67	9.551,19	9.581,10	9.509,71	41,91M	-0.17%
16.08.2017	9.551,32	9.501,08	9.567,05	9.492,75	34,48M	+0.77%
15.08.2017	9.478,66	9.501,67	9.520,44	9.466,99	26,56M	-0.13%
14.08.2017	9.490,77	9.432,95	9.495,23	9.432,95	32,61M	+1.12%
11.08.2017	9.385,40	9.457,15	9.457,15	9.323,84	44,74M	-0.76%
10.08.2017	9.457,15	9.547,42	9.551,04	9.449,36	36,33M	-0.95%
09.08.2017	9.547,87	9.574,38	9.576,26	9.491,61	41,29M	-0.73%
08.08.2017	9.617,85	9.590,55	9.622,29	9.577,86	34,60M	+0.13%
07.08.2017	9.605,68	9.615,79	9.633,12	9.595,94	30,49M	-0.02%
04.08.2017	9.607,40	9.530,58	9.622,49	9.518,69	44,92M	+0.68%
03.08.2017	9.542,08	9.534,68	9.562,19	9.467,67	38,02M	+0.09%
02.08.2017	9.533,67	9.559,54	9.587,39	9.529,32	41,57M	-0.09%
01.08.2017	9.542,29	9.502,62	9.549,51	9.484,45	50,20M	+0.85%
31.07.2017	9.461,79	9.520,51	9.539,24	9.461,79	53,49M	-0.63%
28.07.2017	9.521,82	9.571,98	9.571,98	9.507,60	51,91M	-0.89%
27.07.2017	9.607,66	9.585,21	9.674,14	9.583,57	70,52M	+0.56%
26.07.2017	9.553,90	9.474,65	9.567,45	9.474,65	50,59M	+0.98%
25.07.2017	9.460,81	9.570,18	9.572,06	9.421,38	73,40M	-1.25%
24.07.2017	9.580,15	9.651,84	9.666,19	9.574,55	41,77M	-0.74%
21.07.2017	9.651,20	9.720,21	9.753,15	9.620,77	52,12M	-1.10%
20.07.2017	9.758,16	9.782,13	9.836,24	9.727,82	330,47M	-0.29%
19.07.2017	9.786,92	9.861,95	9.867,11	9.759,32	41,69M	-0.41%
18.07.2017	9.827,40	9.889,10	9.904,10	9.812,13	59,88M	-1.09%
17.07.2017	9.936,13	9.917,77	9.946,38	9.880,23	37,72M	+0.38%
14.07.2017	9.898,09	9.911,87	9.922,21	9.867,62	44,21M	+0.11%
13.07.2017	9.887,34	9.876,20	9.934,63	9.860,59	52,71M	+0.16%
12.07.2017	9.871,84	9.732,58	9.871,84	9.732,58	44,05M	+1.69%
11.07.2017	9.707,89	9.752,45	9.772,34	9.707,89	35,20M	-0.44%
10.07.2017	9.751,12	9.713,02	9.751,12	9.703,12	29,09M	+0.58%
07.07.2017	9.694,55	9.667,05	9.694,55	9.616,57	33,01M	+0.31%
06.07.2017	9.664,15	9.717,12	9.723,40	9.602,99	43,29M	-0.46%
05.07.2017	9.708,67	9.679,01	9.750,44	9.654,18	38,84M	+0.39%
04.07.2017	9.670,87	9.662,65	9.692,05	9.638,97	27,56M	-0.28%
03.07.2017	9.698,41	9.612,56	9.698,41	9.612,56	39,87M	+1.36%
30.06.2017	9.567,87	9.576,52	9.635,50	9.550,69	48,54M	-0.11%
29.06.2017	9.578,51	9.774,78	9.793,43	9.567,70	53,16M	-1.59%
28.06.2017	9.733,33	9.714,41	9.744,15	9.650,76	46,80M	-0.06%
27.06.2017	9.738,96	9.834,31	9.836,16	9.722,97	48,73M	-1.09%
26.06.2017	9.846,69	9.829,98	9.882,65	9.824,63	44,81M	-0.13%
22.06.2017	9.859,68	9.902,47	9.902,47	9.827,29	41,50M	-0.45%
21.06.2017	9.904,20	9.929,42	9.932,10	9.870,59	84,47M	-0.56%
20.06.2017	9.960,47	10.018,04	10.033,90	9.960,47	56,00M	-0.51%
19.06.2017	10.012,01	9.921,88	10.012,32	9.921,88	47,02M	+1.28%
16.06.2017	9.885,85	9.796,70	9.885,85	9.796,70	101,51M	+0.98%
15.06.2017	9.789,82	9.845,90	9.845,90	9.756,04	75,49M	-0.71%
14.06.2017	9.859,55	9.883,96	9.943,05	9.859,55	68,80M	-0.20%
13.06.2017	9.879,30	9.789,41	9.891,50	9.789,41	56,22M	+0.99%
12.06.2017	9.782,69	9.852,14	9.852,14	9.755,56	61,49M	-1.03%
09.06.2017	9.884,76	9.812,94	9.891,78	9.812,94	44,91M	+0.84%
08.06.2017	9.802,71	9.832,60	9.865,42	9.788,32	45,18M	-0.29%
07.06.2017	9.831,05	9.782,27	9.874,31	9.772,70	48,04M	+0.58%
06.06.2017	9.774,03	9.768,74	9.793,36	9.746,84	42,23M	-0.21%
05.06.2017	9.794,93	9.829,29	9.861,04	9.779,67	44,02M	-0.32%
02.06.2017	9.826,50	9.805,46	9.852,75	9.796,94	45,50M	+0.50%
01.06.2017	9.777,63	9.663,51	9.789,69	9.663,46	64,97M	+1.17%
31.05.2017	9.664,53	9.718,11	9.723,93	9.664,53	60,96M	-0.49%
30.05.2017	9.711,88	9.707,05	9.717,26	9.672,57	41,62M	-0.28%
29.05.2017	9.739,58	9.749,70	9.749,70	9.718,93	25,24M	-0.20%
26.05.2017	9.759,57	9.742,83	9.777,19	9.709,47	44,95M	+0.11%
24.05.2017	9.748,74	9.716,39	9.757,12	9.706,60	55,53M	+0.08%
23.05.2017	9.740,84	9.651,64	9.743,71	9.651,64	75,80M	+1.45%
22.05.2017	9.601,54	9.604,83	9.638,29	9.583,27	50,35M	+0.15%
19.05.2017	9.587,15	9.489,83	9.591,79	9.489,83	47,91M	+1.15%
18.05.2017	9.478,24	9.482,86	9.512,23	9.394,25	69,34M	-0.46%
17.05.2017	9.522,28	9.658,02	9.658,02	9.513,03	57,10M	-1.69%
16.05.2017	9.685,52	9.667,62	9.701,17	9.633,48	54,91M	+0.16%
15.05.2017	9.669,90	9.650,67	9.672,62	9.630,87	43,60M	+0.37%
12.05.2017	9.634,37	9.658,68	9.662,29	9.609,82	46,48M	-0.22%
11.05.2017	9.655,68	9.679,16	9.703,72	9.625,55	60,68M	-0.17%
10.05.2017	9.671,64	9.672,51	9.686,76	9.621,34	51,02M	-0.06%
09.05.2017	9.677,09	9.640,61	9.691,79	9.640,61	49,65M	+0.50%
08.05.2017	9.628,56	9.697,81	9.697,81	9.588,37	46,01M	-0.35%
05.05.2017	9.662,41	9.579,62	9.662,41	9.565,89	53,32M	+0.76%
04.05.2017	9.589,28	9.537,50	9.589,28	9.525,30	62,20M	+0.66%
03.05.2017	9.526,61	9.539,42	9.540,49	9.471,06	55,21M	-0.38%
02.05.2017	9.563,15	9.476,85	9.563,15	9.476,85	62,67M	+1.18%
28.04.2017	9.451,37	9.523,66	9.523,66	9.436,83	76,97M	-0.51%
27.04.2017	9.500,03	9.515,73	9.612,58	9.483,42	102,34M	+0.14%
26.04.2017	9.486,73	9.438,55	9.489,58	9.416,33	61,77M	+0.52%
25.04.2017	9.438,07	9.399,26	9.444,56	9.383,53	53,37M	+0.77%
24.04.2017	9.366,12	9.337,87	9.369,42	9.295,91	66,92M	+2.01%
21.04.2017	9.181,69	9.216,84	9.229,09	9.177,88	57,65M	-0.35%
20.04.2017	9.213,96	9.141,60	9.217,58	9.133,15	62,94M	+0.94%
19.04.2017	9.128,15	9.137,64	9.168,34	9.119,40	49,32M	-0.11%
18.04.2017	9.138,23	9.232,63	9.251,91	9.134,67	45,40M	-0.84%
13.04.2017	9.215,42	9.193,99	9.222,43	9.156,82	31,46M	+0.05%
12.04.2017	9.210,87	9.150,16	9.210,87	9.147,62	39,62M	+0.80%
11.04.2017	9.137,62	9.135,21	9.167,15	9.109,67	43,20M	-0.42%
10.04.2017	9.176,03	9.145,98	9.176,03	9.139,01	35,38M	+0.32%
07.04.2017	9.146,69	9.103,70	9.146,69	9.085,05	41,34M	+0.16%
06.04.2017	9.131,83	9.039,40	9.131,84	9.014,28	45,75M	+0.47%
05.04.2017	9.089,47	9.175,86	9.176,10	9.089,47	51,79M	-0.80%
04.04.2017	9.162,88	9.151,72	9.183,55	9.128,45	143,89M	+0.18%
03.04.2017	9.146,64	9.178,60	9.202,89	9.146,59	51,56M	-0.20%
31.03.2017	9.165,07	9.121,52	9.165,07	9.098,46	54,04M	+0.38%
30.03.2017	9.130,20	9.109,00	9.130,20	9.072,94	40,40M	+0.07%
29.03.2017	9.123,88	9.129,83	9.132,32	9.083,98	35,14M	+0.19%
28.03.2017	9.106,21	9.089,75	9.106,21	9.065,21	39,88M	+0.26%
27.03.2017	9.082,76	9.088,23	9.088,47	9.015,82	43,46M	-0.43%
24.03.2017	9.121,99	9.128,51	9.135,62	9.090,10	36,43M	-0.27%
23.03.2017	9.146,49	9.078,48	9.146,49	9.038,04	44,16M	+0.68%
22.03.2017	9.084,61	9.071,38	9.084,61	8.981,19	60,37M	-0.52%
21.03.2017	9.131,92	9.263,83	9.265,04	9.131,13	51,73M	-1.24%
20.03.2017	9.246,40	9.220,93	9.262,98	9.210,60	42,00M	+0.33%
17.03.2017	9.215,98	9.164,86	9.215,98	9.152,45	69,19M	+0.21%
16.03.2017	9.196,63	9.182,97	9.209,00	9.180,63	50,41M	+0.73%
15.03.2017	9.129,60	9.095,16	9.129,60	9.095,16	45,64M	+0.49%
14.03.2017	9.085,50	9.098,94	9.102,66	9.062,62	42,74M	-0.08%
13.03.2017	9.092,43	9.094,46	9.099,06	9.062,01	43,45M	+0.09%
10.03.2017	9.084,29	9.087,76	9.130,31	9.084,29	40,28M	+0.04%
09.03.2017	9.080,94	9.076,99	9.088,23	9.035,98	45,35M	-0.02%
08.03.2017	9.082,58	9.087,04	9.106,10	9.070,39	40,95M	-0.12%
07.03.2017	9.093,12	9.117,59	9.132,20	9.091,97	41,42M	-0.10%
06.03.2017	9.102,40	9.126,93	9.126,93	9.096,20	36,99M	-0.33%
03.03.2017	9.132,27	9.103,96	9.135,92	9.099,61	41,53M	+0.04%
02.03.2017	9.128,54	9.104,40	9.137,67	9.104,40	47,26M	+0.28%
01.03.2017	9.102,87	9.034,21	9.108,72	9.034,21	50,12M	+0.97%
28.02.2017	9.015,03	9.033,19	9.033,19	8.973,34	44,26M	+0.07%
27.02.2017	9.008,89	9.039,86	9.047,36	8.989,68	39,20M	+0.11%
24.02.2017	8.998,65	9.066,62	9.078,95	8.955,04	47,99M	-0.67%
23.02.2017	9.059,55	9.087,83	9.103,75	9.059,55	42,78M	-0.21%
22.02.2017	9.078,73	9.108,02	9.136,93	9.063,25	42,45M	-0.20%
21.02.2017	9.096,61	9.054,20	9.103,65	9.021,86	42,66M	+0.48%
20.02.2017	9.052,72	9.042,85	9.069,69	9.040,34	35,44M	+0.40%
17.02.2017	9.016,52	9.053,96	9.057,96	8.989,05	48,14M	-0.30%
16.02.2017	9.043,75	9.060,13	9.084,05	9.043,75	52,23M	-0.04%
15.02.2017	9.047,15	9.020,50	9.049,45	8.994,54	50,98M	+0.57%
14.02.2017	8.995,45	8.986,43	9.022,34	8.951,02	48,99M	+0.06%
13.02.2017	8.990,13	8.946,74	8.993,17	8.933,40	51,12M	+0.69%
10.02.2017	8.928,08	8.939,39	8.943,75	8.897,48	60,04M	+0.38%
09.02.2017	8.894,11	8.860,62	8.901,74	8.860,62	72,20M	+0.69%
08.02.2017	8.832,91	8.852,81	8.887,96	8.785,84	55,68M	+0.18%
07.02.2017	8.816,78	8.797,52	8.836,72	8.768,66	58,24M	+0.32%
06.02.2017	8.788,46	8.852,84	8.869,77	8.788,46	51,73M	-0.45%
03.02.2017	8.828,60	8.877,18	8.897,82	8.816,97	68,96M	-0.40%
02.02.2017	8.864,49	8.834,61	8.872,55	8.812,97	93,83M	+0.65%
01.02.2017	8.807,67	8.752,72	8.833,66	8.752,72	64,12M	+0.60%
31.01.2017	8.754,81	8.841,07	8.845,04	8.751,79	67,42M	-1.33%
30.01.2017	8.872,76	8.965,46	8.980,75	8.860,91	47,78M	-1.30%
27.01.2017	8.989,20	8.991,85	9.027,84	8.934,51	51,75M	-0.03%
26.01.2017	8.991,59	9.044,48	9.079,43	8.973,48	69,22M	-0.04%
25.01.2017	8.995,29	8.975,46	9.007,29	8.948,84	56,79M	+0.37%
24.01.2017	8.961,79	8.892,50	8.961,79	8.887,16	47,26M	+0.86%
23.01.2017	8.885,13	8.900,18	8.945,30	8.880,25	46,33M	-0.68%
20.01.2017	8.946,26	8.909,56	8.957,13	8.908,74	51,23M	+0.51%
19.01.2017	8.901,12	8.854,08	8.914,44	8.848,96	44,84M	+0.68%
18.01.2017	8.841,14	8.808,15	8.841,14	8.787,82	38,78M	+0.38%
17.01.2017	8.807,87	8.848,74	8.852,99	8.770,18	36,93M	-0.61%
16.01.2017	8.862,12	8.873,98	8.894,00	8.853,04	28,86M	-0.55%
13.01.2017	8.910,91	8.853,98	8.911,97	8.842,88	38,05M	+1.05%
12.01.2017	8.818,35	8.873,58	8.873,58	8.807,49	67,49M	-0.92%
11.01.2017	8.899,93	8.911,92	8.911,92	8.850,57	43,69M	-0.12%
10.01.2017	8.910,33	8.932,08	8.953,14	8.902,56	40,03M	-0.19%
09.01.2017	8.927,61	9.004,86	9.004,86	8.918,10	52,22M	-0.51%
05.01.2017	8.973,76	9.013,45	9.023,10	8.964,08	38,63M	-0.27%
04.01.2017	8.998,45	9.030,26	9.032,64	8.985,11	41,98M	-0.16%
03.01.2017	9.012,50	9.037,08	9.062,12	8.991,66	47,54M	-0.03%
02.01.2017	9.014,93	8.898,32	9.027,19	8.897,60	32,10M	+1.27%
30.12.2016	8.901,53	8.879,93	8.913,27	8.862,62	49,91M	+0.01%
29.12.2016	8.900,90	8.892,92	8.912,94	8.890,07	44,41M	-0.30%
28.12.2016	8.927,70	8.918,11	8.945,84	8.913,62	44,30M	+0.05%
27.12.2016	8.923,12	8.914,23	8.941,98	8.909,88	26,48M	+0.09%
23.12.2016	8.915,11	8.803,84	8.920,16	8.803,84	35,63M	+1.27%
22.12.2016	8.803,20	8.843,79	8.846,28	8.794,63	53,63M	-1.01%
21.12.2016	8.892,62	8.862,87	8.912,49	8.858,15	43,25M	+0.32%
20.12.2016	8.864,54	8.847,03	8.891,43	8.846,93	50,01M	+0.33%
19.12.2016	8.835,58	8.808,96	8.850,10	8.796,50	49,78M	+0.34%
16.12.2016	8.805,39	8.818,83	8.852,52	8.805,39	89,17M	-0.10%
15.12.2016	8.814,22	8.759,62	8.816,10	8.737,93	72,67M	+0.64%
14.12.2016	8.758,04	8.803,59	8.814,08	8.737,06	68,04M	-0.57%
13.12.2016	8.808,65	8.751,34	8.808,65	8.737,59	61,48M	+0.75%
12.12.2016	8.742,92	8.693,62	8.750,66	8.679,39	65,25M	+0.58%
09.12.2016	8.692,82	8.660,25	8.695,01	8.627,91	55,13M	+0.43%
08.12.2016	8.655,66	8.664,88	8.665,03	8.603,58	65,50M	+0.25%
07.12.2016	8.634,34	8.575,70	8.634,34	8.570,11	76,15M	+2.01%
05.12.2016	8.464,18	8.349,89	8.464,18	8.349,89	48,22M	+1.17%
02.12.2016	8.366,48	8.404,15	8.404,15	8.350,39	46,27M	-0.60%
01.12.2016	8.416,76	8.429,41	8.485,67	8.404,22	44,32M	-0.22%
30.11.2016	8.435,28	8.405,15	8.470,35	8.405,15	61,06M	+0.48%
29.11.2016	8.395,37	8.408,82	8.424,97	8.368,06	41,83M	-0.19%
28.11.2016	8.411,57	8.481,93	8.486,55	8.404,85	40,57M	-0.93%
25.11.2016	8.490,52	8.473,02	8.502,39	8.451,32	47,93M	+0.26%
24.11.2016	8.468,43	8.416,94	8.468,43	8.416,94	44,89M	+0.76%
23.11.2016	8.404,23	8.400,65	8.444,63	8.381,45	47,27M	+0.20%
22.11.2016	8.387,20	8.376,85	8.403,35	8.373,91	46,01M	+0.75%
21.11.2016	8.325,06	8.338,88	8.350,56	8.280,81	41,54M	+0.12%
18.11.2016	8.314,95	8.316,04	8.338,95	8.260,11	51,28M	+0.25%
17.11.2016	8.294,54	8.248,73	8.294,54	8.229,06	54,46M	+0.52%
16.11.2016	8.251,32	8.311,31	8.342,27	8.225,88	66,33M	-0.41%
15.11.2016	8.285,37	8.205,40	8.294,04	8.179,13	88,59M	+0.55%
14.11.2016	8.239,92	8.372,78	8.405,38	8.236,31	63,34M	-1.20%
11.11.2016	8.340,39	8.487,06	8.499,66	8.329,10	61,64M	-1.44%
10.11.2016	8.462,48	8.443,72	8.571,53	8.434,17	84,20M	+0.77%
09.11.2016	8.397,98	7.948,83	8.402,27	7.936,06	89,40M	+1.66%
08.11.2016	8.260,52	8.245,82	8.282,48	8.224,24	48,37M	+0.36%
07.11.2016	8.230,92	8.207,97	8.258,05	8.207,97	59,43M	+1.47%
04.11.2016	8.111,67	8.188,41	8.188,41	8.101,10	56,20M	-1.15%
03.11.2016	8.205,96	8.219,98	8.258,78	8.204,99	62,28M	+0.02%
02.11.2016	8.204,25	8.260,70	8.260,70	8.204,24	55,31M	-1.11%
01.11.2016	8.296,75	8.401,29	8.425,79	8.296,75	65,83M	-1.04%
31.10.2016	8.384,16	8.416,17	8.423,38	8.378,28	60,34M	-0.63%
28.10.2016	8.437,67	8.444,99	8.473,96	8.395,48	89,51M	-0.34%
27.10.2016	8.466,57	8.591,71	8.591,71	8.446,57	109,77M	-1.76%
26.10.2016	8.618,22	8.640,01	8.641,36	8.550,29	71,55M	+0.17%
25.10.2016	8.603,60	8.594,40	8.625,50	8.569,11	61,84M	-0.19%
24.10.2016	8.620,40	8.620,12	8.659,33	8.608,34	40,59M	+0.22%
21.10.2016	8.601,51	8.615,93	8.627,96	8.578,69	46,74M	-0.14%
20.10.2016	8.613,95	8.610,10	8.626,22	8.578,00	49,46M	+0.12%
19.10.2016	8.603,74	8.607,12	8.612,27	8.560,87	39,73M	+0.11%
18.10.2016	8.594,16	8.540,22	8.597,63	8.540,22	40,86M	+1.14%
17.10.2016	8.497,36	8.483,13	8.530,53	8.464,12	38,69M	-0.14%
14.10.2016	8.509,42	8.452,31	8.517,33	8.442,58	43,10M	+0.96%
13.10.2016	8.428,82	8.482,74	8.482,74	8.406,86	64,34M	-1.08%
12.10.2016	8.520,71	8.515,58	8.575,91	8.498,05	81,85M	-0.85%
11.10.2016	8.594,16	8.631,58	8.677,24	8.594,16	41,42M	-0.47%
10.10.2016	8.635,17	8.563,39	8.635,17	8.534,24	39,88M	+0.98%
07.10.2016	8.551,00	8.592,12	8.592,12	8.540,00	61,36M	-0.62%
06.10.2016	8.604,67	8.664,82	8.671,53	8.604,67	60,02M	-0.70%
05.10.2016	8.665,13	8.648,41	8.673,22	8.624,63	38,90M	-0.33%
04.10.2016	8.694,15	8.651,90	8.700,01	8.645,35	40,31M	+0.60%
03.10.2016	8.642,59	8.632,64	8.648,18	8.610,05	34,34M	+0.20%
30.09.2016	8.625,52	8.520,66	8.626,37	8.461,19	57,05M	+0.41%
29.09.2016	8.590,30	8.588,17	8.654,05	8.580,45	43,90M	+0.04%
28.09.2016	8.586,53	8.556,49	8.600,63	8.545,52	38,65M	+0.44%
27.09.2016	8.548,87	8.562,82	8.595,20	8.487,29	43,00M	+0.22%
26.09.2016	8.529,77	8.581,77	8.585,58	8.520,55	42,24M	-0.88%
23.09.2016	8.605,91	8.608,58	8.608,58	8.559,69	36,36M	-0.21%
22.09.2016	8.623,90	8.508,06	8.626,26	8.508,06	48,96M	+1.99%
21.09.2016	8.455,91	8.457,78	8.488,01	8.434,29	37,28M	+0.58%
20.09.2016	8.407,05	8.413,98	8.430,40	8.400,55	35,76M	-0.15%
19.09.2016	8.419,86	8.366,82	8.424,96	8.366,82	35,44M	+1.26%
16.09.2016	8.315,47	8.332,28	8.371,16	8.284,31	61,35M	-0.45%
15.09.2016	8.352,72	8.297,16	8.353,25	8.276,27	43,12M	+0.52%
14.09.2016	8.309,70	8.328,73	8.361,55	8.307,59	41,54M	0.00%
13.09.2016	8.309,48	8.417,98	8.449,20	8.309,31	41,83M	-0.80%
12.09.2016	8.376,63	8.380,74	8.380,74	8.289,74	55,08M	-1.26%
09.09.2016	8.483,59	8.582,20	8.590,58	8.473,71	35,21M	-1.31%
08.09.2016	8.595,94	8.616,59	8.641,47	8.545,47	42,09M	-0.21%
07.09.2016	8.614,14	8.547,54	8.614,14	8.547,54	41,64M	+0.80%
06.09.2016	8.546,14	8.565,60	8.587,04	8.542,14	40,36M	-0.05%
05.09.2016	8.550,77	8.568,66	8.613,37	8.549,58	42,64M	-0.14%
02.09.2016	8.562,75	8.412,59	8.562,75	8.412,59	45,13M	+1.82%
01.09.2016	8.409,35	8.406,22	8.478,86	8.399,78	51,14M	+0.19%
31.08.2016	8.393,77	8.443,96	8.486,60	8.393,77	54,20M	-0.68%
30.08.2016	8.451,05	8.468,17	8.511,50	8.451,05	41,25M	-0.12%
29.08.2016	8.460,82	8.453,96	8.463,95	8.417,28	20,93M	-0.25%
26.08.2016	8.481,70	8.401,81	8.481,70	8.386,27	30,08M	+0.97%
25.08.2016	8.400,36	8.437,92	8.437,92	8.377,42	34,78M	-0.69%
24.08.2016	8.458,42	8.392,20	8.461,46	8.385,77	35,86M	+0.42%
23.08.2016	8.423,46	8.375,66	8.427,62	8.373,24	33,36M	+0.89%
22.08.2016	8.348,82	8.360,51	8.432,77	8.343,10	31,85M	-0.30%
19.08.2016	8.373,95	8.429,15	8.429,15	8.326,49	31,47M	-0.60%
18.08.2016	8.424,90	8.367,14	8.425,84	8.367,14	30,46M	+1.09%
17.08.2016	8.333,69	8.437,34	8.448,55	8.333,69	35,88M	-1.20%
16.08.2016	8.435,13	8.521,81	8.521,81	8.435,13	41,43M	-1.19%
15.08.2016	8.536,74	8.525,23	8.557,30	8.511,10	26,72M	+0.17%
12.08.2016	8.522,25	8.537,70	8.564,69	8.515,42	31,17M	-0.23%
11.08.2016	8.542,05	8.522,92	8.542,05	8.485,39	32,51M	+0.43%
10.08.2016	8.505,47	8.504,52	8.511,72	8.472,76	34,81M	-0.32%
09.08.2016	8.532,98	8.394,01	8.532,98	8.393,77	51,93M	+1.56%
08.08.2016	8.401,90	8.346,05	8.404,13	8.346,05	37,61M	+0.89%
05.08.2016	8.328,00	8.277,53	8.342,19	8.277,53	61,71M	+0.97%
04.08.2016	8.247,94	8.181,48	8.259,24	8.111,33	99,88M	+0.75%
03.08.2016	8.186,93	8.235,69	8.238,46	8.170,24	62,16M	-0.19%
02.08.2016	8.202,25	8.286,68	8.286,68	8.184,17	48,36M	-1.17%
01.08.2016	8.299,64	8.386,31	8.412,60	8.274,01	37,88M	-0.72%
29.07.2016	8.360,23	8.403,61	8.403,61	8.332,15	46,57M	-0.29%
28.07.2016	8.384,28	8.412,37	8.476,24	8.384,28	50,55M	-0.44%
27.07.2016	8.421,19	8.447,36	8.477,90	8.417,76	43,32M	+0.17%
26.07.2016	8.406,95	8.399,41	8.425,67	8.354,84	40,79M	+0.24%
25.07.2016	8.386,92	8.351,93	8.428,01	8.351,93	44,19M	+0.33%
22.07.2016	8.359,39	8.301,70	8.378,73	8.292,52	41,65M	+0.64%
21.07.2016	8.305,90	8.341,77	8.351,98	8.274,08	45,24M	-0.11%
20.07.2016	8.315,34	8.235,76	8.331,01	8.235,76	41,97M	+0.92%
19.07.2016	8.239,65	8.210,05	8.271,85	8.162,26	37,79M	-0.01%
18.07.2016	8.240,14	8.230,80	8.264,93	8.208,84	38,29M	-0.03%
15.07.2016	8.242,68	8.228,48	8.249,28	8.184,58	35,13M	-0.21%
14.07.2016	8.260,19	8.250,45	8.280,54	8.226,48	41,01M	+0.48%
13.07.2016	8.220,83	8.154,40	8.230,71	8.154,40	60,62M	+1.09%
12.07.2016	8.132,34	8.075,40	8.158,98	8.075,40	41,99M	+0.74%
11.07.2016	8.073,00	7.971,54	8.078,15	7.971,54	36,33M	+1.79%
08.07.2016	7.930,65	7.771,69	7.930,65	7.770,78	44,63M	+1.82%
07.07.2016	7.789,20	7.756,21	7.839,42	7.756,21	48,03M	+0.80%
06.07.2016	7.727,08	7.771,73	7.810,20	7.683,17	46,15M	-0.97%
05.07.2016	7.802,51	7.956,15	7.956,15	7.774,41	48,59M	-2.13%
04.07.2016	7.972,51	8.051,54	8.071,80	7.972,51	33,26M	-0.74%
01.07.2016	8.031,77	7.939,42	8.053,18	7.910,16	55,13M	+1.62%
30.06.2016	7.903,81	7.804,70	7.908,88	7.774,33	66,19M	+1.48%
29.06.2016	7.788,82	7.694,93	7.788,82	7.658,99	58,21M	+2.56%
28.06.2016	7.594,13	7.550,42	7.671,65	7.550,42	71,34M	+2.69%
27.06.2016	7.395,43	7.465,16	7.654,88	7.395,43	120,62M	-7.84%
23.06.2016	8.024,21	7.972,28	8.069,43	7.963,53	62,73M	+0.65%
22.06.2016	7.972,05	7.938,23	7.986,25	7.913,60	51,34M	+0.43%
21.06.2016	7.938,23	7.904,88	7.952,06	7.871,00	48,23M	+0.20%
20.06.2016	7.922,22	7.832,61	7.924,15	7.831,37	63,85M	+2.84%
17.06.2016	7.703,48	7.664,36	7.739,19	7.664,36	109,81M	+0.46%
16.06.2016	7.668,52	7.702,47	7.738,15	7.648,55	65,07M	-1.30%
15.06.2016	7.769,57	7.732,65	7.779,71	7.726,52	50,63M	+0.98%
14.06.2016	7.693,84	7.768,36	7.784,82	7.693,84	53,12M	-1.63%
13.06.2016	7.821,62	7.910,06	7.910,06	7.791,12	55,42M	-1.45%
10.06.2016	7.936,55	8.046,06	8.046,06	7.928,65	52,60M	-1.56%
09.06.2016	8.062,13	8.106,95	8.118,58	8.048,76	40,88M	-0.73%
08.06.2016	8.121,80	8.117,36	8.129,84	8.103,44	40,86M	-0.07%
07.06.2016	8.127,58	8.078,97	8.127,58	8.070,35	43,17M	+1.09%
06.06.2016	8.040,16	7.982,78	8.040,52	7.982,78	32,16M	+0.76%
03.06.2016	7.979,72	8.004,69	8.081,91	7.956,73	43,01M	-0.27%
02.06.2016	8.001,14	7.972,63	8.009,83	7.967,34	34,17M	+0.12%
01.06.2016	7.991,43	8.037,14	8.043,12	7.969,07	39,85M	-0.66%
31.05.2016	8.044,37	8.019,40	8.058,69	7.999,60	57,57M	+0.33%
30.05.2016	8.018,25	8.005,58	8.038,86	7.998,31	25,42M	+0.08%
27.05.2016	8.012,07	7.988,99	8.015,01	7.971,47	35,56M	+0.28%
26.05.2016	7.989,76	7.895,40	7.989,76	7.895,40	40,71M	+1.03%
25.05.2016	7.908,46	7.849,24	7.910,15	7.836,57	58,53M	+1.12%
24.05.2016	7.820,69	7.674,30	7.823,08	7.660,13	51,15M	+1.37%
23.05.2016	7.714,86	7.728,26	7.733,50	7.678,56	43,37M	0.00%
20.05.2016	7.714,86	7.654,29	7.715,43	7.654,29	47,02M	+1.26%
19.05.2016	7.619,22	7.659,55	7.667,39	7.608,06	51,19M	-0.91%
18.05.2016	7.689,02	7.631,38	7.689,02	7.617,55	48,47M	+0.54%
17.05.2016	7.647,60	7.651,48	7.699,29	7.626,57	55,68M	-0.01%
16.05.2016	7.648,74	7.599,79	7.651,58	7.591,55	35,95M	+0.35%
13.05.2016	7.622,36	7.614,13	7.641,00	7.571,77	58,66M	+0.21%
12.05.2016	7.606,23	7.647,73	7.710,40	7.603,95	56,52M	-0.78%
11.05.2016	7.666,28	7.669,38	7.672,96	7.622,83	63,88M	+0.14%
10.05.2016	7.655,91	7.730,58	7.763,91	7.634,98	94,30M	-0.69%
09.05.2016	7.709,03	7.728,88	7.761,73	7.699,70	44,62M	+0.17%
06.05.2016	7.696,27	7.681,89	7.710,92	7.647,69	61,18M	+0.06%
04.05.2016	7.691,54	7.731,75	7.750,79	7.686,22	50,19M	-0.72%
03.05.2016	7.747,67	7.824,20	7.826,06	7.722,36	51,83M	-0.97%
